,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
40521,1654771126,21.85,58.06,696,829,12713,19563,939.142,2.53,2.63,17.41,2.714,0.061,9783,1
40522,1654771127,21.82,58.14,682,808,12721,19561,939.142,2.55,2.65,17.58,2.742,0.062,9784,1
40523,1654771128,21.81,58.3,698,816,12716,19560,939.139,2.56,2.65,17.59,2.743,0.062,9785,1
40524,1654771129,21.8,58.34,678,814,12729,19572,939.134,2.54,2.64,17.48,2.726,0.062,9786,1
40525,1654771130,21.75,58.44,690,817,12719,19566,939.134,2.53,2.63,17.43,2.719,0.061,9787,1
40526,1654771131,21.77,58.5,687,816,12719,19568,939.129,2.53,2.63,17.4,2.714,0.061,9788,1
40527,1654771132,21.74,58.56,707,833,12709,19556,939.121,2.51,2.61,17.26,2.692,0.061,9789,1
40528,1654771133,21.73,58.59,697,838,12713,19563,939.112,2.46,2.55,16.9,2.636,0.06,9790,1
40529,1654771134,21.71,58.62,693,840,12704,19559,939.12,2.45,2.54,16.85,2.628,0.059,9791,1
40530,1654771135,21.74,58.69,679,826,12715,19570,939.13,2.46,2.55,16.9,2.635,0.06,9792,1
40531,1654771136,21.69,58.72,688,824,12712,19578,939.128,2.51,2.61,17.3,2.697,0.061,9793,1
40532,1654771137,21.69,58.73,694,841,12704,19563,939.123,2.55,2.65,17.56,2.739,0.062,9794,1
40533,1654771138,21.67,58.73,690,849,12712,19567,939.122,2.59,2.69,17.84,2.783,0.063,9795,1
40534,1654771139,21.66,58.76,699,858,12703,19559,939.135,2.61,2.71,17.98,2.805,0.063,9796,1
40535,1654771140,21.64,58.83,699,862,12700,19556,939.138,2.61,2.71,17.93,2.796,0.063,9797,1
40536,1654771141,22.86,58.91,668,822,12721,19592,939.13,2.6,2.71,17.92,2.795,0.063,9798,1
40537,1654771142,23.21,58.2,673,824,12716,19586,939.131,2.6,2.7,17.88,2.788,0.063,9799,1
40538,1654771143,23.39,57.27,667,823,12708,19585,939.135,2.59,2.7,17.86,2.785,0.063,9800,1
40539,1654771144,23.51,56.39,672,849,12706,19591,939.128,2.62,2.72,18.03,2.812,0.064,9801,1
40540,1654771145,23.61,55.68,670,840,12698,19574,939.129,2.62,2.72,18.0,2.808,0.063,9802,1
40541,1654771146,23.67,55.06,675,858,12698,19568,939.14,2.6,2.71,17.93,2.795,0.063,9803,1
40542,1654771147,23.76,54.58,681,858,12698,19575,939.142,2.61,2.72,17.99,2.805,0.063,9804,1
40543,1654771148,23.8,54.14,680,858,12693,19568,939.148,2.66,2.76,18.28,2.851,0.064,9805,1
40544,1654771149,23.86,53.81,688,865,12690,19573,939.147,2.67,2.77,18.34,2.861,0.065,9806,1
40545,1654771150,23.9,53.54,687,873,12692,19567,939.151,2.64,2.74,18.16,2.832,0.064,9807,1
40546,1654771151,23.94,53.33,696,880,12691,19565,939.146,2.62,2.72,18.0,2.807,0.063,9808,1
40547,1654771152,23.99,53.07,689,876,12685,19562,939.159,2.6,2.7,17.89,2.789,0.063,9809,1
40548,1654771153,24.03,52.95,698,892,12680,19560,939.159,2.59,2.7,17.86,2.785,0.063,9810,1
40549,1654771154,24.07,52.77,695,888,12683,19563,939.153,2.58,2.68,17.76,2.769,0.063,9811,1
40550,1654771155,24.09,52.6,714,894,12674,19559,939.153,2.53,2.63,17.42,2.716,0.061,9812,1
40551,1654771156,24.13,52.5,694,884,12678,19562,939.161,2.53,2.63,17.44,2.719,0.061,9813,1
40552,1654771157,24.16,52.42,703,907,12680,19557,939.17,2.52,2.62,17.35,2.706,0.061,9814,1
40553,1654771158,24.18,52.3,711,914,12672,19558,939.176,2.5,2.6,17.22,2.685,0.061,9815,1
40554,1654771159,24.22,52.2,701,908,12674,19559,939.169,2.49,2.59,17.15,2.674,0.06,9816,1
40555,1654771160,24.22,52.11,699,915,12666,19554,939.153,2.48,2.58,17.1,2.667,0.06,9817,1
40556,1654771161,24.24,52.01,726,921,12667,19556,939.146,2.48,2.58,17.09,2.665,0.06,9818,1
40557,1654771162,24.27,51.95,732,929,12666,19554,939.141,2.48,2.57,17.05,2.658,0.06,9819,1
40558,1654771163,24.28,51.89,701,920,12666,19553,939.151,2.45,2.54,16.86,2.629,0.059,9820,1
40559,1654771164,24.31,51.84,747,925,12664,19551,939.161,2.44,2.53,16.76,2.614,0.059,9821,1
40560,1654771165,24.31,51.79,720,922,12658,19553,939.172,2.37,2.47,16.35,2.549,0.058,9822,1
40561,1654771166,24.34,51.68,720,934,12661,19558,939.152,2.36,2.45,16.26,2.535,0.057,9823,1
40562,1654771167,24.34,51.63,762,962,12646,19542,939.145,2.34,2.43,16.1,2.511,0.057,9824,1
40563,1654771168,24.37,51.6,791,959,12649,19549,939.145,2.32,2.41,15.99,2.493,0.056,9825,1
40564,1654771169,24.4,51.49,747,962,12646,19548,939.15,2.31,2.4,15.87,2.475,0.056,9826,1
40565,1654771170,24.41,51.44,791,963,12643,19534,939.161,2.29,2.38,15.78,2.461,0.056,9827,1
40566,1654771171,23.27,51.37,806,983,12627,19524,939.157,2.27,2.35,15.6,2.432,0.055,9828,1
40567,1654771172,22.86,52.02,873,993,12625,19521,939.149,2.21,2.3,15.22,2.373,0.054,9829,1
40568,1654771173,22.69,52.83,808,990,12634,19529,939.143,2.18,2.27,15.04,2.345,0.053,9830,1
40569,1654771174,22.6,53.55,845,977,12629,19519,939.141,2.16,2.24,14.87,2.319,0.052,9831,1
40570,1654771175,22.52,54.21,833,984,12638,19522,939.148,2.17,2.25,14.92,2.326,0.053,9832,1
40571,1654771176,22.42,54.71,820,963,12638,19519,939.154,2.2,2.29,15.14,2.361,0.053,9833,1
40572,1654771177,22.39,55.19,831,961,12642,19525,939.146,2.22,2.31,15.3,2.386,0.054,9834,1
40573,1654771178,22.3,55.58,806,963,12648,19532,939.145,2.28,2.37,15.67,2.444,0.055,9835,1
40574,1654771179,22.25,55.85,802,953,12654,19538,939.143,2.29,2.38,15.78,2.46,0.056,9836,1
40575,1654771180,22.24,56.11,756,940,12652,19529,939.145,2.31,2.4,15.92,2.483,0.056,9837,1
40576,1654771181,22.19,56.34,791,944,12653,19537,939.14,2.32,2.41,15.96,2.489,0.056,9838,1
40577,1654771182,22.15,56.53,812,951,12653,19537,939.135,2.33,2.42,16.04,2.502,0.057,9839,1
40578,1654771183,22.14,56.69,827,955,12651,19530,939.136,2.32,2.41,15.99,2.493,0.056,9840,1
40579,1654771184,22.12,56.84,766,936,12653,19535,939.13,2.34,2.43,16.11,2.513,0.057,9841,1
40580,1654771185,22.08,56.96,808,942,12651,19530,939.136,2.35,2.44,16.17,2.522,0.057,9842,1
40581,1654771186,22.05,57.1,795,944,12656,19539,939.143,2.34,2.44,16.14,2.517,0.057,9843,1
40582,1654771187,22.04,57.15,781,934,12652,19532,939.137,2.32,2.41,15.97,2.49,0.056,9844,1
40583,1654771188,22.02,57.28,787,942,12654,19537,939.138,2.26,2.34,15.52,2.42,0.055,9845,1
40584,1654771189,22.01,57.34,795,943,12653,19528,939.132,2.25,2.34,15.5,2.418,0.055,9846,1
40585,1654771190,21.98,57.43,779,929,12658,19540,939.13,2.26,2.35,15.54,2.423,0.055,9847,1
40586,1654771191,21.98,57.47,778,938,12658,19532,939.132,2.27,2.36,15.64,2.438,0.055,9848,1
40587,1654771192,21.94,57.57,822,940,12657,19527,939.132,2.26,2.35,15.59,2.43,0.055,9849,1
40588,1654771193,21.94,57.63,806,934,12655,19527,939.131,2.26,2.35,15.56,2.426,0.055,9850,1
40589,1654771194,21.93,57.67,791,922,12658,19529,939.135,2.28,2.37,15.67,2.443,0.055,9851,1
40590,1654771195,21.91,57.74,806,925,12658,19529,939.143,2.26,2.35,15.59,2.431,0.055,9852,1
40591,1654771196,21.89,57.8,799,913,12667,19529,939.138,2.28,2.37,15.68,2.446,0.055,9853,1
40592,1654771197,21.91,57.8,783,908,12670,19528,939.137,2.31,2.4,15.89,2.478,0.056,9854,1
40593,1654771198,21.85,57.82,802,907,12679,19532,939.149,2.32,2.41,15.97,2.49,0.056,9855,1
40594,1654771199,21.89,57.86,816,881,12687,19536,939.136,2.35,2.45,16.2,2.526,0.057,9856,1
40595,1654771200,21.89,57.87,774,872,12686,19532,939.135,2.37,2.46,16.29,2.541,0.057,9857,1
40596,1654771201,23.05,57.96,693,831,12713,19561,939.136,2.43,2.53,16.74,2.611,0.059,9858,1
40597,1654771202,23.41,57.22,689,822,12716,19567,939.133,2.46,2.55,16.9,2.635,0.06,9859,1
40598,1654771203,23.62,56.3,694,811,12722,19568,939.144,2.51,2.61,17.28,2.695,0.061,9860,1
40599,1654771204,23.73,55.44,690,797,12727,19564,939.142,2.56,2.66,17.59,2.743,0.062,9861,1
40600,1654771205,23.8,54.75,686,784,12730,19567,939.153,2.66,2.76,18.28,2.85,0.064,9862,1
40601,1654771206,23.88,54.14,689,794,12734,19562,939.157,2.71,2.82,18.68,2.913,0.066,9863,1
40602,1654771207,23.94,53.61,694,793,12736,19563,939.163,2.75,2.86,18.92,2.95,0.067,9864,1
40603,1654771208,24.0,53.19,686,788,12735,19573,939.158,2.77,2.88,19.06,2.973,0.067,9865,1
40604,1654771209,24.04,52.84,692,787,12733,19566,939.158,2.78,2.89,19.12,2.981,0.067,9866,1
40605,1654771210,24.1,52.55,692,793,12732,19563,939.16,2.84,2.95,19.54,3.047,0.069,9867,1
40606,1654771211,24.14,52.35,695,801,12729,19559,939.164,2.87,2.98,19.74,3.079,0.07,9868,1
40607,1654771212,24.21,52.13,689,803,12734,19564,939.165,2.9,3.01,19.96,3.113,0.07,9869,1
40608,1654771213,24.21,51.93,697,800,12729,19559,939.159,2.96,3.07,20.36,3.175,0.072,9870,1
40609,1654771214,24.24,51.78,699,809,12727,19552,939.16,3.09,3.21,21.27,3.317,0.075,9871,1
40610,1654771215,24.28,51.66,696,795,12729,19558,939.164,3.15,3.27,21.66,3.377,0.076,9872,1
40611,1654771216,24.31,51.52,701,797,12728,19562,939.17,3.22,3.34,22.15,3.454,0.078,9873,1
40612,1654771217,24.36,51.43,697,794,12736,19564,939.161,3.26,3.39,22.43,3.498,0.079,9874,1
40613,1654771218,24.38,51.36,693,787,12733,19568,939.161,3.27,3.4,22.51,3.511,0.079,9875,1
40614,1654771219,24.41,51.31,701,794,12731,19560,939.165,3.28,3.41,22.56,3.518,0.079,9876,1
40615,1654771220,24.41,51.24,687,780,12737,19565,939.173,3.26,3.38,22.41,3.495,0.079,9877,1
40616,1654771221,24.44,51.19,682,778,12738,19567,939.175,3.22,3.35,22.16,3.456,0.078,9878,1
40617,1654771222,24.47,51.11,705,790,12737,19559,939.163,3.12,3.25,21.5,3.352,0.076,9879,1
40618,1654771223,24.49,51.05,691,772,12744,19563,939.166,3.09,3.21,21.27,3.317,0.075,9880,1
40619,1654771224,24.51,51.05,689,774,12741,19569,939.157,3.03,3.15,20.87,3.255,0.074,9881,1
40620,1654771225,24.51,51.01,686,778,12744,19569,939.16,3.02,3.14,20.8,3.243,0.073,9882,1
40621,1654771226,24.55,50.98,688,770,12747,19570,939.156,3.03,3.15,20.84,3.249,0.073,9883,1
40622,1654771227,24.55,50.96,694,771,12743,19560,939.143,3.05,3.17,20.97,3.27,0.074,9884,1
40623,1654771228,24.58,50.95,687,763,12747,19570,939.145,3.08,3.2,21.17,3.301,0.075,9885,1
40624,1654771229,24.59,50.95,694,769,12746,19564,939.15,3.11,3.23,21.41,3.338,0.075,9886,1
40625,1654771230,24.61,50.9,694,768,12749,19569,939.147,3.1,3.22,21.34,3.328,0.075,9887,1
40626,1654771231,23.43,50.86,770,792,12730,19545,939.152,3.09,3.21,21.25,3.314,0.075,9888,1
40627,1654771232,23.08,51.55,760,794,12731,19544,939.157,3.08,3.2,21.19,3.304,0.075,9889,1
40628,1654771233,22.9,52.42,732,792,12732,19542,939.151,3.03,3.15,20.88,3.257,0.074,9890,1
40629,1654771234,22.77,53.11,747,786,12733,19547,939.145,3.0,3.11,20.61,3.215,0.073,9891,1
40630,1654771235,22.67,53.79,745,785,12728,19529,939.15,2.91,3.02,20.03,3.124,0.071,9892,1
40631,1654771236,22.62,54.33,755,782,12735,19547,939.153,2.87,2.98,19.77,3.083,0.07,9893,1
40632,1654771237,22.56,54.79,699,774,12741,19553,939.16,2.82,2.93,19.42,3.029,0.068,9894,1
40633,1654771238,22.52,55.19,718,767,12737,19551,939.172,2.79,2.9,19.2,2.995,0.068,9895,1
40634,1654771239,22.46,55.51,747,769,12742,19548,939.17,2.76,2.87,19.0,2.963,0.067,9896,1
40635,1654771240,22.4,55.83,743,770,12740,19548,939.167,2.75,2.85,18.9,2.947,0.067,9897,1
40636,1654771241,22.36,56.08,722,771,12743,19555,939.168,2.69,2.79,18.51,2.886,0.065,9898,1
40637,1654771242,22.33,56.3,720,764,12746,19549,939.158,2.64,2.75,18.2,2.838,0.064,9899,1
40638,1654771243,22.33,56.45,728,769,12742,19543,939.16,2.61,2.71,17.97,2.801,0.063,9900,1
40639,1654771244,22.29,56.64,772,762,12749,19545,939.166,2.58,2.68,17.78,2.772,0.063,9901,1
40640,1654771245,22.26,56.85,735,762,12753,19549,939.169,2.57,2.67,17.7,2.76,0.062,9902,1
40641,1654771246,22.25,56.96,737,760,12750,19554,939.166,2.55,2.65,17.56,2.739,0.062,9903,1
40642,1654771247,22.22,57.09,722,753,12750,19546,939.167,2.52,2.62,17.36,2.707,0.061,9904,1
40643,1654771248,22.19,57.22,732,767,12750,19548,939.164,2.5,2.6,17.23,2.687,0.061,9905,1
40644,1654771249,22.19,57.31,753,748,12751,19558,939.168,2.5,2.59,17.18,2.679,0.061,9906,1
40645,1654771250,22.18,57.45,730,766,12748,19550,939.153,2.5,2.6,17.23,2.686,0.061,9907,1
40646,1654771251,22.15,57.53,707,758,12753,19558,939.145,2.48,2.58,17.07,2.662,0.06,9908,1
40647,1654771252,22.12,57.61,712,753,12749,19555,939.148,2.45,2.54,16.83,2.624,0.059,9909,1
40648,1654771253,22.12,57.68,737,766,12748,19545,939.15,2.43,2.52,16.7,2.604,0.059,9910,1
40649,1654771254,22.08,57.71,745,754,12749,19536,939.156,2.46,2.55,16.9,2.636,0.06,9911,1
40650,1654771255,22.11,57.75,737,746,12751,19542,939.151,2.48,2.58,17.07,2.662,0.06,9912,1
40651,1654771256,22.08,57.8,732,743,12749,19538,939.147,2.48,2.58,17.08,2.664,0.06,9913,1
40652,1654771257,22.07,57.78,707,738,12758,19549,939.145,2.47,2.57,17.01,2.652,0.06,9914,1
40653,1654771258,22.05,57.83,718,742,12756,19544,939.14,2.45,2.55,16.9,2.635,0.06,9915,1
40654,1654771259,22.05,57.82,751,741,12757,19552,939.146,2.43,2.52,16.71,2.605,0.059,9916,1
40655,1654771260,22.04,57.86,747,737,12757,19544,939.147,2.42,2.51,16.66,2.597,0.059,9917,1
40656,1654771261,23.24,57.91,687,712,12776,19580,939.151,2.39,2.48,16.42,2.561,0.058,9918,1
40657,1654771262,23.59,57.17,681,702,12778,19571,939.15,2.36,2.45,16.22,2.529,0.057,9919,1
40658,1654771263,23.82,56.24,689,712,12774,19563,939.138,2.35,2.44,16.14,2.517,0.057,9920,1
40659,1654771264,23.89,55.41,690,706,12774,19569,939.135,2.35,2.44,16.17,2.522,0.057,9921,1
40660,1654771265,24.0,54.7,689,704,12779,19566,939.131,2.4,2.49,16.53,2.577,0.058,9922,1
40661,1654771266,24.06,54.11,690,705,12784,19568,939.125,2.43,2.52,16.71,2.605,0.059,9923,1
40662,1654771267,24.13,53.61,695,700,12779,19561,939.125,2.47,2.57,17.02,2.654,0.06,9924,1
40663,1654771268,24.18,53.23,694,702,12778,19559,939.126,2.52,2.61,17.32,2.7,0.061,9925,1
40664,1654771269,24.21,52.9,693,707,12779,19563,939.139,2.57,2.67,17.69,2.759,0.062,9926,1
40665,1654771270,24.3,52.6,696,715,12775,19553,939.138,2.58,2.69,17.79,2.774,0.063,9927,1
40666,1654771271,24.33,52.34,694,707,12775,19566,939.135,2.59,2.69,17.83,2.78,0.063,9928,1
40667,1654771272,24.38,52.1,695,707,12773,19566,939.13,2.6,2.7,17.88,2.788,0.063,9929,1
40668,1654771273,24.37,51.92,716,721,12767,19547,939.132,2.58,2.69,17.79,2.774,0.063,9930,1
40669,1654771274,24.44,51.74,712,703,12777,19563,939.124,2.58,2.68,17.77,2.772,0.063,9931,1
40670,1654771275,24.44,51.57,696,714,12775,19557,939.113,2.56,2.65,17.59,2.743,0.062,9932,1
40671,1654771276,24.51,51.45,707,720,12776,19562,939.121,2.53,2.63,17.44,2.719,0.061,9933,1
40672,1654771277,24.54,51.33,695,719,12771,19564,939.112,2.46,2.56,16.96,2.645,0.06,9934,1
40673,1654771278,24.52,51.2,712,732,12767,19554,939.116,2.47,2.56,16.97,2.647,0.06,9935,1
40674,1654771279,24.57,51.11,772,743,12764,19551,939.119,2.47,2.56,16.98,2.648,0.06,9936,1
40675,1654771280,24.58,50.99,696,730,12765,19561,939.125,2.45,2.54,16.84,2.626,0.059,9937,1
40676,1654771281,24.61,50.98,696,725,12766,19556,939.122,2.41,2.51,16.6,2.589,0.058,9938,1
40677,1654771282,24.64,50.91,707,726,12770,19556,939.141,2.34,2.44,16.13,2.516,0.057,9939,1
40678,1654771283,24.65,50.84,695,720,12768,19561,939.145,2.31,2.4,15.9,2.479,0.056,9940,1
40679,1654771284,24.66,50.73,695,723,12766,19554,939.151,2.24,2.33,15.44,2.408,0.054,9941,1
40680,1654771285,24.69,50.75,695,718,12773,19560,939.153,2.21,2.3,15.22,2.374,0.054,9942,1
40681,1654771286,24.69,50.65,695,723,12768,19565,939.141,2.21,2.3,15.21,2.371,0.054,9943,1
40682,1654771287,24.72,50.62,696,728,12767,19556,939.144,2.2,2.29,15.14,2.361,0.053,9944,1
40683,1654771288,24.75,50.65,698,727,12770,19559,939.152,2.18,2.27,15.01,2.341,0.053,9945,1
40684,1654771289,24.75,50.61,741,728,12764,19554,939.147,2.19,2.28,15.09,2.353,0.053,9946,1
40685,1654771290,24.79,50.55,696,720,12770,19561,939.132,2.25,2.34,15.5,2.417,0.055,9947,1
40686,1654771291,23.63,50.46,755,769,12754,19532,939.126,2.27,2.35,15.59,2.431,0.055,9948,1
40687,1654771292,23.25,51.14,783,759,12749,19536,939.121,2.27,2.36,15.64,2.438,0.055,9949,1
40688,1654771293,23.07,52.02,787,765,12744,19525,939.122,2.27,2.36,15.64,2.439,0.055,9950,1
40689,1654771294,22.94,52.8,793,768,12754,19542,939.123,2.33,2.43,16.07,2.506,0.057,9951,1
40690,1654771295,22.87,53.42,779,757,12755,19541,939.123,2.37,2.46,16.28,2.539,0.057,9952,1
40691,1654771296,22.8,53.98,774,757,12756,19539,939.118,2.45,2.54,16.84,2.626,0.059,9953,1
40692,1654771297,22.73,54.4,802,756,12758,19537,939.113,2.48,2.58,17.08,2.663,0.06,9954,1
40693,1654771298,22.67,54.81,770,740,12758,19545,939.096,2.53,2.63,17.42,2.716,0.061,9955,1
40694,1654771299,22.63,55.11,799,753,12756,19541,939.113,2.54,2.64,17.48,2.726,0.062,9956,1
40695,1654771300,22.6,55.4,735,737,12761,19539,939.115,2.55,2.65,17.56,2.739,0.062,9957,1
40696,1654771301,22.56,55.6,793,742,12760,19545,939.124,2.55,2.65,17.57,2.74,0.062,9958,1
40697,1654771302,22.51,55.81,795,739,12754,19538,939.126,2.53,2.63,17.42,2.716,0.061,9959,1
40698,1654771303,22.48,55.98,747,741,12763,19541,939.129,2.5,2.6,17.19,2.681,0.061,9960,1
40699,1654771304,22.48,56.13,770,739,12761,19533,939.128,2.5,2.6,17.2,2.682,0.061,9961,1
40700,1654771305,22.42,56.28,799,727,12761,19535,939.13,2.48,2.58,17.07,2.662,0.06,9962,1
40701,1654771306,22.4,56.41,732,721,12767,19543,939.115,2.48,2.57,17.05,2.659,0.06,9963,1
40702,1654771307,22.39,56.52,774,728,12770,19541,939.127,2.49,2.59,17.14,2.673,0.06,9964,1
40703,1654771308,22.38,56.68,739,739,12764,19539,939.119,2.51,2.61,17.31,2.699,0.061,9965,1
40704,1654771309,22.35,56.79,781,723,12761,19537,939.119,2.54,2.64,17.48,2.727,0.062,9966,1
40705,1654771310,22.33,56.86,768,724,12765,19534,939.117,2.55,2.65,17.52,2.732,0.062,9967,1
40706,1654771311,22.3,56.98,793,733,12763,19534,939.122,2.56,2.66,17.61,2.746,0.062,9968,1
40707,1654771312,22.32,57.1,785,730,12761,19529,939.128,2.58,2.68,17.76,2.769,0.063,9969,1
40708,1654771313,22.28,57.2,801,737,12759,19531,939.126,2.62,2.72,18.0,2.807,0.063,9970,1
40709,1654771314,22.26,57.26,774,729,12766,19535,939.134,2.63,2.73,18.1,2.823,0.064,9971,1
40710,1654771315,22.25,57.36,799,728,12767,19536,939.134,2.62,2.72,18.03,2.811,0.063,9972,1
40711,1654771316,22.25,57.45,801,733,12769,19537,939.127,2.6,2.7,17.89,2.789,0.063,9973,1
40712,1654771317,22.22,57.49,764,725,12767,19542,939.131,2.58,2.68,17.75,2.767,0.063,9974,1
40713,1654771318,22.24,57.6,785,734,12761,19535,939.129,2.56,2.66,17.61,2.746,0.062,9975,1
40714,1654771319,22.19,57.63,793,727,12762,19533,939.138,2.54,2.63,17.45,2.721,0.061,9976,1
40715,1654771320,22.21,57.73,753,713,12769,19538,939.142,2.53,2.63,17.44,2.72,0.061,9977,1
40716,1654771321,23.41,57.81,766,712,12777,19546,939.156,2.55,2.65,17.56,2.738,0.062,9978,1
40717,1654771322,23.78,57.06,707,701,12778,19551,939.163,2.57,2.67,17.67,2.756,0.062,9979,1
40718,1654771323,23.96,56.18,770,713,12777,19544,939.168,2.61,2.71,17.93,2.796,0.063,9980,1
40719,1654771324,24.07,55.38,760,707,12776,19542,939.161,2.62,2.72,18.04,2.813,0.064,9981,1
40720,1654771325,24.14,54.66,751,705,12778,19552,939.151,2.62,2.72,18.05,2.814,0.064,9982,1
40721,1654771326,24.24,54.1,756,696,12782,19546,939.148,2.6,2.71,17.93,2.795,0.063,9983,1
40722,1654771327,24.3,53.61,716,701,12772,19548,939.13,2.58,2.68,17.77,2.771,0.063,9984,1
40723,1654771328,24.37,53.25,758,714,12770,19536,939.136,2.55,2.65,17.55,2.736,0.062,9985,1
40724,1654771329,24.41,52.96,722,712,12775,19544,939.141,2.57,2.67,17.7,2.76,0.062,9986,1
40725,1654771330,24.44,52.65,751,710,12774,19529,939.147,2.59,2.69,17.79,2.775,0.063,9987,1
40726,1654771331,24.49,52.48,778,710,12774,19538,939.133,2.6,2.71,17.93,2.796,0.063,9988,1
40727,1654771332,24.52,52.3,762,717,12773,19542,939.135,2.6,2.7,17.92,2.794,0.063,9989,1
40728,1654771333,24.58,52.11,755,712,12778,19533,939.136,2.59,2.69,17.8,2.775,0.063,9990,1
40729,1654771334,24.61,51.97,785,717,12772,19536,939.129,2.57,2.67,17.69,2.759,0.062,9991,1
40730,1654771335,24.64,51.83,793,710,12771,19541,939.123,2.59,2.69,17.85,2.783,0.063,9992,1
40731,1654771336,24.65,51.74,825,731,12767,19529,939.135,2.62,2.72,18.0,2.807,0.063,9993,1
40732,1654771337,24.69,51.59,764,720,12771,19535,939.132,2.65,2.75,18.23,2.842,0.064,9994,1
40733,1654771338,24.73,51.51,791,721,12772,19542,939.131,2.65,2.75,18.22,2.842,0.064,9995,1
40734,1654771339,24.73,51.44,781,708,12772,19534,939.129,2.59,2.69,17.85,2.783,0.063,9996,1
40735,1654771340,24.76,51.36,818,724,12769,19530,939.122,2.56,2.66,17.63,2.749,0.062,9997,1
40736,1654771341,24.78,51.24,804,723,12772,19535,939.116,2.5,2.6,17.23,2.687,0.061,9998,1
40737,1654771342,24.79,51.19,843,726,12764,19524,939.121,2.48,2.58,17.06,2.661,0.06,9999,1
40738,1654771343,24.83,51.13,797,714,12770,19533,939.128,2.48,2.57,17.05,2.658,0.06,10000,1
40739,1654771344,24.85,51.1,806,722,12768,19528,939.125,2.47,2.57,17.02,2.654,0.06,10001,1
40740,1654771345,24.85,51.02,808,717,12774,19533,939.12,2.45,2.55,16.87,2.631,0.059,10002,1
40741,1654771346,24.87,50.98,806,715,12777,19527,939.124,2.44,2.54,16.82,2.624,0.059,10003,1
40742,1654771347,24.9,50.92,804,715,12771,19525,939.121,2.46,2.55,16.91,2.636,0.06,10004,1
40743,1654771348,24.9,50.92,835,723,12776,19533,939.116,2.46,2.56,16.96,2.645,0.06,10005,1
40744,1654771349,24.92,50.84,818,717,12772,19530,939.119,2.43,2.52,16.72,2.607,0.059,10006,1
40745,1654771350,24.93,50.81,845,725,12770,19523,939.112,2.4,2.49,16.5,2.574,0.058,10007,1
40746,1654771351,23.79,50.78,875,742,12760,19514,939.119,2.34,2.43,16.12,2.514,0.057,10008,1
40747,1654771352,23.41,51.44,906,748,12751,19498,939.129,2.33,2.42,16.04,2.502,0.057,10009,1
40748,1654771353,23.24,52.33,868,740,12760,19517,939.122,2.29,2.38,15.78,2.46,0.056,10010,1
40749,1654771354,23.11,53.06,927,753,12756,19497,939.12,2.27,2.36,15.65,2.44,0.055,10011,1
40750,1654771355,23.03,53.72,864,726,12763,19512,939.13,2.27,2.36,15.64,2.438,0.055,10012,1
40751,1654771356,22.96,54.28,879,735,12764,19518,939.127,2.33,2.42,16.02,2.499,0.056,10013,1
40752,1654771357,22.87,54.76,891,742,12756,19506,939.127,2.35,2.44,16.18,2.524,0.057,10014,1
40753,1654771358,22.86,55.13,885,741,12763,19510,939.13,2.35,2.44,16.16,2.519,0.057,10015,1
40754,1654771359,22.8,55.47,870,730,12763,19516,939.13,2.33,2.42,16.01,2.496,0.056,10016,1
40755,1654771360,22.75,55.72,847,725,12768,19509,939.128,2.31,2.4,15.88,2.476,0.056,10017,1
40756,1654771361,22.73,55.94,892,728,12761,19515,939.142,2.31,2.4,15.87,2.474,0.056,10018,1
40757,1654771362,22.67,56.19,896,726,12763,19513,939.134,2.29,2.38,15.78,2.461,0.056,10019,1
40758,1654771363,22.66,56.38,856,722,12765,19517,939.129,2.3,2.39,15.83,2.468,0.056,10020,1
40759,1654771364,22.63,56.52,833,719,12770,19522,939.136,2.26,2.35,15.59,2.431,0.055,10021,1
40760,1654771365,22.62,56.62,864,729,12763,19518,939.131,2.24,2.32,15.4,2.401,0.054,10022,1
40761,1654771366,22.57,56.76,868,730,12766,19518,939.134,2.19,2.28,15.07,2.35,0.053,10023,1
40762,1654771367,22.56,56.86,843,720,12771,19520,939.137,2.16,2.25,14.88,2.321,0.052,10024,1
40763,1654771368,22.53,56.95,889,733,12767,19510,939.138,2.1,2.19,14.48,2.259,0.051,10025,1
40764,1654771369,22.52,57.04,818,728,12768,19523,939.144,2.09,2.17,14.37,2.241,0.051,10026,1
40765,1654771370,22.48,57.16,915,725,12772,19515,939.14,2.08,2.16,14.33,2.235,0.05,10027,1
40766,1654771371,22.49,57.21,881,720,12768,19513,939.146,2.07,2.16,14.28,2.227,0.05,10028,1
40767,1654771372,22.45,57.3,848,719,12768,19518,939.149,2.06,2.14,14.2,2.214,0.05,10029,1
40768,1654771373,22.46,57.37,856,717,12774,19525,939.139,2.03,2.11,14.0,2.184,0.049,10030,1
40769,1654771374,22.43,57.46,892,734,12763,19513,939.132,2.04,2.12,14.06,2.193,0.05,10031,1
40770,1654771375,22.42,57.51,852,727,12765,19514,939.13,2.05,2.13,14.09,2.196,0.05,10032,1
40771,1654771376,22.38,57.49,868,733,12759,19513,939.135,2.07,2.15,14.27,2.224,0.05,10033,1
40772,1654771377,22.43,57.55,852,722,12766,19516,939.135,2.14,2.23,14.74,2.299,0.052,10034,1
