,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
6058,1654733645,23.813,51.3,33,400,12649,19701,939.786,0.06,0.09,0.35,0.096,0.026,314,0
6059,1654733646,23.822,51.89,32,400,12651,19688,939.781,0.06,0.08,0.33,0.09,0.025,315,0
6060,1654733647,23.832,52.39,31,400,12661,19703,939.779,0.05,0.08,0.32,0.086,0.024,316,0
6061,1654733648,23.842,52.85,27,400,12659,19704,939.787,0.05,0.07,0.29,0.079,0.022,317,0
6062,1654733649,23.851,53.25,31,400,12652,19698,939.787,0.06,0.08,0.33,0.085,0.022,318,0
6063,1654733650,23.861,53.66,15,400,12664,19713,939.79,0.06,0.09,0.36,0.095,0.025,319,0
6064,1654733651,23.87,53.99,12,400,12660,19701,939.781,0.06,0.09,0.37,0.097,0.025,320,0
6065,1654733652,23.88,54.3,16,400,12665,19708,939.782,0.06,0.09,0.37,0.097,0.025,321,0
6066,1654733653,23.89,54.58,31,400,12661,19706,939.782,0.06,0.09,0.36,0.096,0.025,322,0
6067,1654733654,23.899,54.85,29,400,12664,19705,939.795,0.06,0.08,0.35,0.091,0.024,323,0
6068,1654733655,23.909,55.04,17,400,12667,19717,939.786,0.06,0.08,0.34,0.088,0.023,324,0
6069,1654733656,23.918,55.25,9,400,12671,19715,939.787,0.06,0.09,0.35,0.093,0.025,325,0
6070,1654733657,23.928,55.5,21,400,12667,19707,939.784,0.06,0.09,0.37,0.099,0.026,326,0
6071,1654733658,23.937,55.71,7,400,12676,19719,939.795,0.08,0.12,0.48,0.124,0.032,327,0
6072,1654733659,23.946,55.83,17,400,12671,19709,939.784,0.09,0.12,0.51,0.132,0.034,328,0
6073,1654733660,23.956,55.98,10,400,12669,19717,939.794,0.09,0.13,0.53,0.137,0.035,329,0
6074,1654733661,23.965,56.13,18,400,12675,19709,939.79,0.09,0.13,0.54,0.14,0.036,330,0
6075,1654733662,23.975,56.23,7,400,12674,19714,939.791,0.09,0.13,0.54,0.139,0.036,331,0
6076,1654733663,23.984,56.37,7,400,12673,19715,939.791,0.09,0.12,0.52,0.134,0.035,332,0
6077,1654733664,23.993,56.47,13,400,12680,19718,939.803,0.09,0.12,0.51,0.131,0.034,333,0
6078,1654733665,24.003,56.57,9,400,12676,19719,939.81,0.09,0.13,0.56,0.14,0.035,334,0
6079,1654733666,24.012,56.66,9,400,12674,19714,939.809,0.09,0.13,0.56,0.142,0.035,335,0
6080,1654733667,24.021,56.76,6,400,12678,19710,939.808,0.09,0.13,0.56,0.141,0.035,336,0
6081,1654733668,24.031,56.83,6,400,12681,19720,939.805,0.09,0.13,0.55,0.139,0.034,337,0
6082,1654733669,24.04,56.9,15,400,12681,19721,939.805,0.09,0.12,0.52,0.131,0.033,338,0
6083,1654733670,24.049,56.96,4,400,12679,19725,939.813,0.08,0.12,0.5,0.127,0.031,339,0
6084,1654733671,24.059,57.2,0,400,12691,19740,939.814,0.09,0.12,0.51,0.126,0.03,340,0
6085,1654733672,24.068,56.96,0,400,12697,19750,939.808,0.09,0.12,0.53,0.13,0.031,341,0
6086,1654733673,24.077,56.37,0,400,12703,19747,939.816,0.09,0.12,0.53,0.131,0.032,342,0
6087,1654733674,24.086,55.13,0,400,12698,19745,939.813,0.09,0.12,0.52,0.128,0.031,343,0
6088,1654733675,24.095,54.47,5,400,12699,19752,939.812,0.08,0.11,0.49,0.121,0.029,344,0
6089,1654733676,24.105,53.94,2,400,12701,19747,939.804,0.08,0.11,0.47,0.116,0.028,345,0
6090,1654733677,24.114,53.43,11,400,12698,19738,939.81,0.07,0.1,0.43,0.107,0.026,346,0
6091,1654733678,24.123,53.03,0,400,12700,19743,939.82,0.07,0.09,0.41,0.102,0.024,347,0
6092,1654733679,24.132,52.6,0,400,12698,19750,939.825,0.07,0.09,0.42,0.101,0.024,348,0
6093,1654733680,24.141,52.25,5,400,12698,19738,939.822,0.07,0.1,0.44,0.105,0.024,349,0
6094,1654733681,24.15,51.92,0,400,12698,19749,939.825,0.07,0.1,0.45,0.108,0.025,350,0
6095,1654733682,24.159,51.65,5,400,12704,19743,939.825,0.07,0.1,0.45,0.107,0.025,351,0
6096,1654733683,24.169,51.26,6,400,12697,19746,939.824,0.08,0.1,0.47,0.11,0.025,352,0
6097,1654733684,24.178,51.06,7,400,12702,19744,939.821,0.08,0.11,0.49,0.116,0.026,353,0
6098,1654733685,24.187,50.88,12,400,12693,19739,939.827,0.08,0.11,0.51,0.12,0.027,354,0
6099,1654733686,24.196,50.74,12,400,12700,19741,939.823,0.08,0.11,0.51,0.12,0.027,355,0
6100,1654733687,24.205,50.58,12,400,12698,19740,939.818,0.08,0.11,0.49,0.117,0.026,356,0
6101,1654733688,24.214,50.41,15,400,12696,19737,939.803,0.08,0.11,0.48,0.114,0.026,357,0
6102,1654733689,24.223,50.31,13,400,12695,19745,939.799,0.07,0.1,0.45,0.106,0.024,358,0
6103,1654733690,24.232,50.21,8,400,12705,19748,939.795,0.07,0.1,0.43,0.102,0.023,359,0
6104,1654733691,24.241,50.08,10,400,12704,19749,939.805,0.06,0.09,0.39,0.093,0.021,360,0
6105,1654733692,24.25,50.0,15,400,12696,19733,939.801,0.06,0.08,0.37,0.088,0.02,361,0
6106,1654733693,24.259,49.86,19,400,12697,19733,939.805,0.07,0.09,0.42,0.098,0.021,362,0
6107,1654733694,24.267,49.84,8,400,12703,19744,939.796,0.07,0.09,0.43,0.1,0.022,363,0
6108,1654733695,24.276,49.76,17,400,12696,19736,939.796,0.07,0.09,0.43,0.1,0.022,364,0
6109,1654733696,24.285,49.7,17,400,12699,19738,939.794,0.07,0.09,0.43,0.099,0.022,365,0
6110,1654733697,24.294,49.62,7,400,12709,19746,939.796,0.07,0.09,0.41,0.095,0.021,366,0
6111,1654733698,24.303,49.56,5,400,12703,19744,939.801,0.06,0.09,0.39,0.092,0.02,367,0
6112,1654733699,24.312,49.41,35,400,12687,19719,939.801,0.06,0.08,0.36,0.085,0.018,368,0
6113,1654733700,24.321,49.61,32,400,12682,19717,939.793,0.06,0.08,0.35,0.081,0.018,369,0
6114,1654733701,24.329,50.14,50,400,12678,19702,939.803,0.05,0.07,0.31,0.073,0.016,370,0
6115,1654733702,24.338,50.76,41,400,12684,19708,939.807,0.05,0.06,0.3,0.069,0.015,371,0
6116,1654733703,24.347,51.4,33,400,12679,19712,939.806,0.04,0.06,0.26,0.062,0.013,372,0
6117,1654733704,24.356,52.37,31,400,12687,19718,939.809,0.04,0.05,0.23,0.054,0.012,373,0
6118,1654733705,24.365,52.86,36,400,12690,19721,939.809,0.03,0.04,0.2,0.048,0.01,374,0
6119,1654733706,24.373,53.27,20,400,12690,19734,939.813,0.03,0.04,0.19,0.044,0.01,375,0
6120,1654733707,24.382,53.64,22,400,12694,19728,939.82,0.03,0.04,0.17,0.039,0.008,376,0
6121,1654733708,24.391,54.0,22,400,12695,19733,939.815,0.03,0.03,0.15,0.036,0.008,377,0
6122,1654733709,24.399,54.34,18,400,12698,19724,939.815,0.02,0.03,0.13,0.031,0.007,378,0
6123,1654733710,24.408,54.6,23,400,12695,19725,939.811,0.02,0.03,0.12,0.029,0.006,379,0
6124,1654733711,24.417,54.81,30,400,12694,19724,939.82,0.04,0.05,0.25,0.057,0.012,380,0
6125,1654733712,24.425,55.06,28,400,12697,19723,939.811,0.05,0.06,0.28,0.064,0.013,381,0
6126,1654733713,24.434,55.27,16,400,12705,19735,939.806,0.05,0.07,0.31,0.071,0.015,382,0
6127,1654733714,24.443,55.52,6,400,12702,19740,939.822,0.05,0.07,0.32,0.073,0.015,383,0
6128,1654733715,24.451,55.67,0,400,12710,19742,939.839,0.05,0.07,0.32,0.074,0.016,384,0
6129,1654733716,24.46,55.85,11,400,12703,19733,939.848,0.05,0.07,0.32,0.073,0.015,385,0
6130,1654733717,24.468,55.98,23,400,12698,19737,939.843,0.05,0.07,0.31,0.071,0.015,386,0
6131,1654733718,24.477,56.15,7,400,12711,19740,939.85,0.06,0.08,0.38,0.086,0.018,387,0
6132,1654733719,24.485,56.23,10,400,12702,19733,939.842,0.06,0.08,0.4,0.09,0.018,388,0
6133,1654733720,24.494,56.36,6,400,12712,19745,939.848,0.07,0.1,0.46,0.103,0.02,389,0
6134,1654733721,24.503,56.46,11,400,12712,19732,939.849,0.08,0.1,0.5,0.111,0.022,390,0
6135,1654733722,24.511,56.57,14,400,12706,19735,939.841,0.09,0.12,0.59,0.129,0.025,391,0
6136,1654733723,24.52,56.67,11,400,12712,19744,939.843,0.1,0.13,0.63,0.139,0.027,392,0
6137,1654733724,24.528,56.75,1,400,12707,19734,939.839,0.11,0.14,0.68,0.149,0.029,393,0
6138,1654733725,24.536,56.82,12,400,12707,19745,939.847,0.11,0.14,0.69,0.151,0.029,394,0
6139,1654733726,24.545,56.9,19,400,12714,19738,939.85,0.11,0.14,0.68,0.149,0.029,395,0
6140,1654733727,24.553,56.97,15,400,12709,19734,939.842,0.11,0.15,0.71,0.16,0.033,396,0
6141,1654733728,24.562,57.22,0,400,12725,19762,939.844,0.12,0.16,0.74,0.167,0.035,397,0
6142,1654733729,24.57,56.97,0,400,12738,19773,939.846,0.12,0.16,0.74,0.167,0.035,398,0
6143,1654733730,24.578,56.35,0,400,12734,19764,939.843,0.13,0.17,0.84,0.185,0.036,399,0
6144,1654733731,24.587,55.68,0,400,12732,19772,939.843,0.15,0.2,0.97,0.211,0.041,400,0
6145,1654733732,24.595,55.0,1,400,12731,19763,939.847,0.19,0.24,1.2,0.26,0.049,401,0
6146,1654733733,24.604,54.41,7,400,12729,19772,939.846,0.2,0.26,1.27,0.274,0.052,402,0
6147,1654733734,24.612,53.86,0,400,12737,19767,939.851,0.21,0.27,1.33,0.287,0.054,403,0
6148,1654733735,24.62,53.34,8,400,12726,19762,939.837,0.21,0.27,1.33,0.287,0.054,404,0
6149,1654733736,24.628,52.92,0,400,12725,19758,939.826,0.22,0.28,1.38,0.295,0.053,405,0
6150,1654733737,24.637,52.55,8,400,12729,19759,939.836,0.23,0.29,1.43,0.303,0.054,406,0
6151,1654733738,24.645,52.17,6,400,12728,19756,939.832,0.23,0.29,1.46,0.307,0.055,407,0
6152,1654733739,24.653,51.9,6,400,12734,19762,939.831,0.24,0.31,1.52,0.331,0.063,408,0
6153,1654733740,24.661,51.64,1,400,12733,19769,939.838,0.24,0.31,1.53,0.332,0.063,409,0
6154,1654733741,24.67,51.38,13,400,12729,19755,939.837,0.25,0.32,1.59,0.341,0.064,410,0
6155,1654733742,24.678,51.15,7,400,12733,19766,939.825,0.25,0.32,1.58,0.34,0.063,411,0
6156,1654733743,24.686,50.98,12,400,12732,19765,939.834,0.24,0.31,1.53,0.329,0.061,412,0
6157,1654733744,24.694,50.83,12,400,12735,19761,939.838,0.25,0.32,1.59,0.336,0.059,413,0
6158,1654733745,24.702,50.65,7,400,12734,19756,939.83,0.26,0.33,1.68,0.35,0.06,414,0
6159,1654733746,24.71,50.49,7,400,12729,19750,939.833,0.27,0.34,1.71,0.356,0.061,415,0
6160,1654733747,24.719,50.37,3,400,12734,19758,939.833,0.27,0.33,1.7,0.354,0.061,416,0
6161,1654733748,24.727,50.24,20,400,12729,19748,939.83,0.26,0.33,1.67,0.349,0.06,417,0
6162,1654733749,24.735,50.13,13,400,12735,19763,939.83,0.25,0.31,1.58,0.33,0.057,418,0
6163,1654733750,24.743,50.05,8,400,12730,19763,939.827,0.24,0.3,1.53,0.319,0.055,419,0
6164,1654733751,24.751,49.98,14,400,12729,19752,939.834,0.23,0.28,1.46,0.302,0.051,420,0
6165,1654733752,24.759,49.9,0,400,12736,19764,939.829,0.22,0.28,1.43,0.296,0.05,421,0
6166,1654733753,24.767,49.82,3,400,12737,19765,939.822,0.21,0.26,1.35,0.28,0.047,422,0
6167,1654733754,24.775,49.73,11,400,12734,19759,939.827,0.2,0.25,1.3,0.27,0.046,423,0
6168,1654733755,24.783,49.67,15,400,12739,19763,939.829,0.2,0.25,1.28,0.264,0.044,424,0
6169,1654733756,24.791,49.59,13,400,12731,19758,939.836,0.2,0.24,1.26,0.259,0.043,425,0
6170,1654733757,24.799,49.53,10,400,12738,19755,939.838,0.19,0.24,1.22,0.252,0.042,426,0
6171,1654733758,24.807,49.37,40,400,12715,19729,939.842,0.18,0.22,1.14,0.234,0.039,427,0
6172,1654733759,24.815,49.64,44,400,12710,19727,939.842,0.17,0.21,1.09,0.225,0.037,428,0
6173,1654733760,24.823,50.15,36,400,12711,19725,939.839,0.16,0.19,0.99,0.204,0.034,429,0
6174,1654733761,24.831,50.81,29,400,12720,19731,939.844,0.15,0.18,0.94,0.194,0.032,430,0
6175,1654733762,24.839,51.38,43,400,12714,19731,939.837,0.15,0.18,0.93,0.189,0.03,431,0
6176,1654733763,24.847,51.89,33,400,12722,19737,939.852,0.14,0.18,0.91,0.185,0.03,432,0
6177,1654733764,24.854,52.44,33,400,12722,19737,939.844,0.13,0.17,0.86,0.175,0.028,433,0
6178,1654733765,24.862,52.9,26,400,12721,19739,939.848,0.13,0.16,0.83,0.168,0.027,434,0
6179,1654733766,24.87,53.26,30,400,12724,19739,939.84,0.12,0.15,0.76,0.154,0.025,435,0
6180,1654733767,24.878,53.68,14,400,12723,19740,939.834,0.11,0.14,0.72,0.147,0.024,436,0
6181,1654733768,24.886,54.05,23,400,12723,19741,939.819,0.1,0.12,0.65,0.132,0.021,437,0
6182,1654733769,24.894,54.33,17,400,12726,19748,939.827,0.1,0.12,0.61,0.125,0.02,438,0
6183,1654733770,24.901,54.6,12,400,12735,19752,939.831,0.09,0.11,0.59,0.12,0.019,439,0
6184,1654733771,24.909,54.84,24,400,12727,19748,939.831,0.09,0.11,0.6,0.121,0.019,440,0
6185,1654733772,24.917,55.1,13,400,12731,19754,939.84,0.1,0.12,0.64,0.128,0.02,441,0
6186,1654733773,24.925,55.32,13,400,12735,19756,939.836,0.1,0.13,0.66,0.133,0.021,442,0
6187,1654733774,24.932,55.48,23,400,12736,19754,939.842,0.11,0.13,0.68,0.137,0.021,443,0
6188,1654733775,24.94,55.67,11,400,12734,19755,939.85,0.11,0.13,0.68,0.137,0.021,444,0
6189,1654733776,24.948,55.85,11,400,12738,19757,939.832,0.1,0.13,0.66,0.132,0.021,445,0
6190,1654733777,24.956,56.0,11,400,12741,19757,939.83,0.1,0.12,0.64,0.129,0.02,446,0
6191,1654733778,24.963,56.15,8,400,12740,19749,939.835,0.19,0.23,1.23,0.241,0.035,447,0
6192,1654733779,24.971,56.29,12,400,12737,19750,939.842,0.25,0.31,1.65,0.323,0.047,448,0
6193,1654733780,24.979,56.38,18,400,12738,19755,939.839,0.28,0.33,1.8,0.349,0.049,449,0
6194,1654733781,24.986,56.46,13,400,12747,19764,939.824,0.29,0.35,1.9,0.369,0.051,450,0
6195,1654733782,24.994,56.61,16,400,12745,19760,939.83,0.3,0.36,1.95,0.377,0.052,451,0
6196,1654733783,25.001,56.66,14,400,12743,19754,939.834,0.3,0.36,1.97,0.381,0.052,452,0
6197,1654733784,25.009,56.76,6,400,12741,19756,939.815,0.3,0.36,1.95,0.377,0.052,453,0
6198,1654733785,25.016,56.85,8,400,12745,19758,939.818,0.29,0.34,1.87,0.361,0.05,454,0
6199,1654733786,25.024,56.91,4,400,12744,19766,939.824,0.29,0.34,1.86,0.356,0.047,455,0
6200,1654733787,25.032,57.0,7,400,12743,19752,939.841,0.28,0.33,1.8,0.343,0.045,456,0
6201,1654733788,25.039,57.22,0,400,12759,19771,939.833,0.28,0.32,1.8,0.342,0.044,457,0
6202,1654733789,25.047,56.93,0,400,12777,19795,939.818,0.27,0.32,1.8,0.339,0.042,458,0
6203,1654733790,25.054,55.72,0,400,12771,19795,939.821,0.27,0.32,1.77,0.334,0.042,459,0
6204,1654733791,25.062,55.07,0,400,12766,19779,939.817,0.27,0.32,1.78,0.334,0.041,460,0
6205,1654733792,25.069,54.47,0,400,12770,19790,939.818,0.27,0.31,1.75,0.33,0.041,461,0
6206,1654733793,25.077,53.91,9,400,12768,19784,939.841,0.25,0.3,1.67,0.314,0.039,462,0
6207,1654733794,25.084,53.42,5,400,12773,19784,939.839,0.25,0.29,1.62,0.304,0.038,463,0
6208,1654733795,25.091,52.94,0,400,12774,19797,939.843,0.23,0.27,1.49,0.28,0.035,464,0
6209,1654733796,25.099,52.56,7,400,12770,19784,939.835,0.22,0.25,1.42,0.268,0.033,465,0
6210,1654733797,25.106,52.26,6,400,12764,19784,939.829,0.2,0.23,1.29,0.242,0.03,466,0
6211,1654733798,25.114,51.95,9,400,12768,19786,939.829,0.19,0.22,1.22,0.229,0.028,467,0
6212,1654733799,25.121,51.68,13,400,12761,19780,939.82,0.17,0.19,1.08,0.204,0.025,468,0
6213,1654733800,25.128,51.44,10,400,12766,19776,939.817,0.16,0.18,1.02,0.191,0.024,469,0
6214,1654733801,25.136,51.23,13,400,12766,19781,939.818,0.15,0.18,0.98,0.184,0.023,470,0
6215,1654733802,25.143,51.03,4,400,12772,19778,939.835,0.15,0.17,0.96,0.179,0.022,471,0
6216,1654733803,25.15,50.85,11,400,12766,19774,939.838,0.14,0.16,0.89,0.167,0.02,472,0
6217,1654733804,25.158,50.57,16,400,12764,19777,939.824,0.12,0.15,0.82,0.153,0.019,473,0
6218,1654733805,25.165,50.45,12,400,12769,19779,939.827,0.11,0.13,0.74,0.138,0.017,474,0
6219,1654733806,25.172,50.31,5,400,12769,19775,939.831,0.11,0.12,0.7,0.131,0.016,475,0
6220,1654733807,25.179,50.19,9,400,12772,19786,939.834,0.11,0.13,0.71,0.132,0.016,476,0
6221,1654733808,25.187,50.11,4,400,12769,19782,939.834,0.11,0.12,0.7,0.131,0.016,477,0
6222,1654733809,25.194,50.02,8,400,12777,19790,939.828,0.1,0.12,0.67,0.126,0.015,478,0
6223,1654733810,25.201,49.93,11,400,12773,19779,939.828,0.1,0.12,0.65,0.122,0.015,479,0
6224,1654733811,25.208,49.84,0,400,12771,19783,939.83,0.13,0.15,0.86,0.159,0.019,480,0
6225,1654733812,25.215,49.77,11,400,12772,19778,939.825,0.15,0.17,0.97,0.179,0.021,481,0
6226,1654733813,25.223,49.64,9,400,12779,19792,939.812,0.17,0.19,1.1,0.204,0.024,482,0
6227,1654733814,25.23,49.62,3,400,12780,19794,939.827,0.18,0.18,1.21,0.188,0.004,483,0
6228,1654733815,25.237,49.44,27,400,12759,19763,939.826,0.18,0.19,1.26,0.197,0.004,484,0
6229,1654733816,25.244,49.74,38,400,12754,19752,939.843,0.2,0.21,1.36,0.213,0.005,485,0
6230,1654733817,25.251,50.26,37,400,12757,19752,939.841,0.25,0.26,1.72,0.268,0.006,486,0
6231,1654733818,25.258,50.89,32,400,12753,19755,939.83,0.26,0.27,1.81,0.282,0.006,487,0
6232,1654733819,25.265,51.46,37,400,12757,19759,939.835,0.27,0.28,1.89,0.294,0.007,488,0
6233,1654733820,25.272,51.99,37,400,12754,19756,939.828,0.27,0.28,1.89,0.294,0.007,489,0
6234,1654733821,25.279,52.52,32,400,12760,19763,939.834,0.28,0.29,1.93,0.3,0.007,490,0
6235,1654733822,25.286,52.98,29,400,12764,19758,939.83,0.28,0.29,1.91,0.298,0.007,491,0
6236,1654733823,25.293,53.44,27,400,12766,19762,939.814,0.27,0.28,1.84,0.287,0.006,492,0
6237,1654733824,25.3,53.81,18,400,12766,19769,939.821,0.26,0.27,1.79,0.279,0.006,493,0
6238,1654733825,25.307,54.17,17,400,12774,19773,939.817,0.25,0.26,1.75,0.273,0.006,494,0
6239,1654733826,25.314,54.46,22,400,12772,19760,939.817,0.25,0.26,1.71,0.267,0.006,495,0
6240,1654733827,25.321,54.76,19,400,12779,19779,939.815,0.25,0.26,1.7,0.265,0.006,496,0
6241,1654733828,25.328,55.01,11,400,12776,19772,939.815,0.24,0.25,1.67,0.261,0.006,497,0
6242,1654733829,25.335,55.23,21,400,12779,19773,939.835,0.24,0.25,1.67,0.261,0.006,498,0
6243,1654733830,25.342,55.45,13,400,12781,19780,939.831,0.25,0.26,1.7,0.265,0.006,499,0
6244,1654733831,25.349,55.66,19,400,12777,19774,939.829,0.26,0.27,1.79,0.279,0.006,500,0
6245,1654733832,25.356,55.86,11,400,12776,19774,939.826,0.27,0.28,1.84,0.287,0.006,501,0
6246,1654733833,25.363,56.01,8,400,12776,19779,939.835,0.28,0.31,1.88,0.326,0.027,502,0
6247,1654733834,25.37,56.16,12,400,12780,19771,939.844,0.29,0.32,1.93,0.336,0.028,503,0
6248,1654733835,25.376,56.28,8,400,12783,19782,939.837,0.29,0.32,1.93,0.335,0.028,504,0
6249,1654733836,25.383,56.42,12,400,12781,19777,939.842,0.28,0.31,1.86,0.324,0.027,505,0
6250,1654733837,25.39,56.56,18,400,12782,19771,939.845,0.27,0.3,1.81,0.315,0.026,506,0
6251,1654733838,25.397,56.64,8,400,12789,19783,939.838,0.29,0.32,1.92,0.332,0.027,507,0
6252,1654733839,25.404,56.76,0,400,12786,19790,939.827,0.29,0.32,1.95,0.338,0.027,508,0
6253,1654733840,25.41,56.86,14,400,12781,19777,939.816,0.29,0.32,1.95,0.337,0.027,509,0
6254,1654733841,25.417,56.96,17,400,12782,19776,939.823,0.29,0.33,1.97,0.34,0.027,510,0
6255,1654733842,25.424,57.01,10,400,12788,19790,939.824,0.3,0.33,1.99,0.344,0.028,511,0
6256,1654733843,25.431,57.09,15,400,12788,19782,939.823,0.31,0.35,2.09,0.36,0.028,512,0
6257,1654733844,25.437,57.14,7,400,12791,19786,939.827,0.35,0.38,2.32,0.399,0.031,513,0
6258,1654733845,25.444,57.39,0,400,12810,19806,939.829,0.36,0.39,2.4,0.412,0.032,514,0
6259,1654733846,25.451,57.16,0,400,12809,19809,939.828,0.38,0.42,2.53,0.433,0.033,515,0
6260,1654733847,25.457,56.51,0,400,12813,19817,939.827,0.38,0.42,2.54,0.435,0.033,516,0
6261,1654733848,25.464,55.84,0,400,12813,19807,939.831,0.37,0.41,2.48,0.426,0.033,517,0
6262,1654733849,25.471,55.2,0,400,12809,19808,939.825,0.36,0.4,2.42,0.416,0.032,518,0
6263,1654733850,25.477,54.57,3,400,12808,19804,939.83,0.34,0.37,2.27,0.39,0.03,519,0
6264,1654733851,25.484,54.0,2,400,12812,19807,939.825,0.33,0.36,2.19,0.375,0.029,520,0
6265,1654733852,25.491,53.51,5,400,12816,19809,939.816,0.3,0.33,2.0,0.343,0.026,521,0
6266,1654733853,25.497,53.1,8,400,12805,19804,939.817,0.28,0.31,1.9,0.326,0.025,522,0
6267,1654733854,25.504,52.7,12,400,12808,19801,939.82,0.27,0.3,1.8,0.309,0.024,523,0
6268,1654733855,25.51,52.38,7,400,12807,19798,939.829,0.24,0.26,1.61,0.276,0.021,524,0
6269,1654733856,25.517,52.07,11,400,12809,19805,939.85,0.23,0.25,1.51,0.26,0.02,525,0
6270,1654733857,25.523,51.83,15,400,12807,19798,939.852,0.21,0.22,1.46,0.228,0.005,526,0
6271,1654733858,25.53,51.57,18,400,12807,19804,939.847,0.21,0.22,1.46,0.228,0.005,527,0
6272,1654733859,25.536,51.35,1,400,12809,19807,939.842,0.21,0.21,1.41,0.22,0.005,528,0
6273,1654733860,25.543,51.18,6,400,12812,19798,939.832,0.2,0.21,1.37,0.214,0.005,529,0
6274,1654733861,25.549,51.01,0,400,12809,19813,939.838,0.19,0.19,1.28,0.2,0.005,530,0
6275,1654733862,25.556,50.86,0,400,12814,19818,939.832,0.18,0.19,1.23,0.191,0.004,531,0
6276,1654733863,25.562,50.68,5,400,12810,19809,939.829,0.16,0.17,1.12,0.174,0.004,532,0
6277,1654733864,25.569,50.59,15,400,12805,19800,939.833,0.15,0.16,1.06,0.165,0.004,533,0
6278,1654733865,25.575,50.49,3,400,12813,19809,939.825,0.15,0.16,0.98,0.168,0.013,534,0
6279,1654733866,25.582,50.39,12,400,12812,19803,939.818,0.14,0.16,0.96,0.166,0.013,535,0
6280,1654733867,25.588,50.23,14,400,12814,19808,939.821,0.14,0.15,0.92,0.158,0.012,536,0
6281,1654733868,25.594,50.15,11,400,12812,19809,939.821,0.15,0.15,1.01,0.157,0.004,537,0
6282,1654733869,25.601,50.12,13,400,12816,19803,939.812,0.18,0.19,1.23,0.192,0.004,538,0
6283,1654733870,25.607,50.0,12,400,12814,19802,939.817,0.2,0.21,1.36,0.213,0.005,539,0
6284,1654733871,25.613,49.98,10,400,12817,19799,939.809,0.23,0.24,1.62,0.252,0.006,540,0
6285,1654733872,25.62,49.89,11,400,12813,19802,939.804,0.24,0.25,1.69,0.263,0.006,541,0
6286,1654733873,25.626,49.81,9,400,12810,19796,939.808,0.25,0.26,1.72,0.269,0.006,542,0
6287,1654733874,25.632,49.74,12,400,12812,19802,939.816,0.26,0.27,1.78,0.278,0.006,543,0
6288,1654733875,25.639,49.6,31,400,12801,19782,939.819,0.26,0.27,1.8,0.281,0.006,544,0
6289,1654733876,25.645,49.86,30,400,12796,19786,939.824,0.26,0.27,1.78,0.277,0.006,545,0
6290,1654733877,25.651,50.41,39,400,12795,19778,939.823,0.25,0.26,1.74,0.272,0.006,546,0
6291,1654733878,25.657,51.04,34,400,12799,19786,939.82,0.24,0.25,1.65,0.257,0.006,547,0
6292,1654733879,25.664,51.64,24,400,12801,19784,939.824,0.23,0.24,1.59,0.247,0.006,548,0
6293,1654733880,25.67,52.17,26,400,12797,19779,939.823,0.21,0.22,1.45,0.227,0.005,549,0
6294,1654733881,25.676,52.71,29,400,12802,19779,939.816,0.2,0.21,1.38,0.216,0.005,550,0
6295,1654733882,25.682,53.2,34,400,12805,19794,939.824,0.18,0.19,1.25,0.194,0.004,551,0
6296,1654733883,25.688,53.6,25,400,12805,19791,939.836,0.17,0.18,1.18,0.183,0.004,552,0
6297,1654733884,25.694,53.98,17,400,12806,19797,939.83,0.15,0.16,1.04,0.163,0.004,553,0
6298,1654733885,25.701,54.32,28,400,12807,19786,939.833,0.14,0.15,0.98,0.153,0.003,554,0
6299,1654733886,25.707,54.64,18,400,12814,19797,939.827,0.12,0.13,0.86,0.134,0.003,555,0
6300,1654733887,25.713,54.91,22,400,12814,19799,939.829,0.12,0.13,0.85,0.133,0.003,556,0
6301,1654733888,25.719,55.54,16,400,12814,19797,939.828,0.12,0.12,0.82,0.128,0.003,557,0
6302,1654733889,25.725,55.77,9,400,12819,19801,939.832,0.12,0.13,0.83,0.13,0.003,558,0
6303,1654733890,25.731,55.97,18,400,12818,19799,939.838,0.12,0.12,0.83,0.129,0.003,559,0
6304,1654733891,25.737,56.11,6,400,12823,19806,939.835,0.12,0.12,0.79,0.124,0.003,560,0
6305,1654733892,25.743,56.24,1,400,12818,19807,939.835,0.11,0.12,0.77,0.12,0.003,561,0
6306,1654733893,25.749,56.39,16,400,12815,19798,939.835,0.12,0.13,0.79,0.133,0.009,562,0
6307,1654733894,25.755,56.55,16,400,12825,19807,939.835,0.12,0.13,0.79,0.134,0.009,563,0
6308,1654733895,25.761,56.65,10,400,12823,19800,939.835,0.11,0.12,0.77,0.13,0.009,564,0
6309,1654733896,25.767,56.75,1,400,12825,19811,939.835,0.11,0.12,0.75,0.127,0.009,565,0
6310,1654733897,25.773,56.93,8,400,12820,19810,939.825,0.25,0.27,1.71,0.285,0.018,566,0
6311,1654733898,25.779,57.02,0,400,12822,19807,939.832,0.33,0.36,2.22,0.37,0.023,567,0
6312,1654733899,25.785,57.24,6,400,12825,19805,939.828,0.41,0.45,2.8,0.467,0.028,568,0
6313,1654733900,25.791,57.44,0,400,12841,19838,939.83,0.43,0.46,2.89,0.482,0.029,569,0
6314,1654733901,25.797,57.21,0,400,12853,19832,939.839,0.43,0.46,2.89,0.481,0.029,570,0
