Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
20.36,50.66,39.0,400.0,13245.0,20210.0,939.723,2.49,2.58,17.12,2.669,0.06,1
20.23,51.34,47.0,400.0,13242.0,20215.0,939.729,2.47,2.57,16.99,2.65,0.06,1
20.16,51.9,36.0,400.0,13244.0,20224.0,939.735,2.44,2.53,16.77,2.615,0.059,1
20.1,52.38,38.0,400.0,13244.0,20221.0,939.729,2.37,2.46,16.32,2.544,0.057,1
20.06,52.75,30.0,400.0,13255.0,20221.0,939.727,2.36,2.45,16.24,2.532,0.057,1
20.01,53.06,39.0,400.0,13253.0,20228.0,939.73,2.32,2.41,15.99,2.494,0.056,1
19.97,53.39,38.0,400.0,13250.0,20217.0,939.737,2.3,2.39,15.85,2.471,0.056,1
19.89,53.63,37.0,400.0,13252.0,20225.0,939.735,2.36,2.45,16.23,2.532,0.057,1
19.88,53.84,34.0,400.0,13253.0,20227.0,939.73,2.41,2.5,16.58,2.586,0.058,1
19.85,54.01,35.0,400.0,13250.0,20218.0,939.731,2.5,2.6,17.19,2.681,0.061,1
19.83,54.17,40.0,400.0,13248.0,20218.0,939.742,2.53,2.63,17.41,2.715,0.061,1
19.79,54.33,40.0,400.0,13254.0,20222.0,939.738,2.58,2.68,17.78,2.772,0.063,1
19.77,54.43,30.0,400.0,13246.0,20209.0,939.739,2.6,2.7,17.87,2.787,0.063,1
19.74,54.58,41.0,400.0,13254.0,20221.0,939.746,2.59,2.69,17.84,2.782,0.063,1
19.71,54.71,37.0,400.0,13246.0,20211.0,939.752,2.57,2.67,17.69,2.759,0.062,1
19.68,54.81,39.0,400.0,13253.0,20211.0,939.758,2.55,2.65,17.54,2.736,0.062,1
19.67,54.9,42.0,400.0,13246.0,20213.0,939.764,2.56,2.66,17.64,2.75,0.062,1
19.65,54.96,37.0,400.0,13246.0,20219.0,939.764,2.58,2.68,17.74,2.766,0.062,1
19.65,55.03,35.0,400.0,13253.0,20223.0,939.753,2.6,2.7,17.91,2.794,0.063,1
19.64,55.1,27.0,400.0,13255.0,20226.0,939.745,2.62,2.72,18.04,2.813,0.064,1
19.6,55.15,37.0,400.0,13251.0,20219.0,939.742,2.63,2.73,18.1,2.823,0.064,1
19.57,55.26,43.0,400.0,13245.0,20211.0,939.74,2.62,2.73,18.06,2.816,0.064,1
19.55,55.34,54.0,400.0,13246.0,20206.0,939.751,2.63,2.73,18.1,2.823,0.064,1
19.57,55.38,47.0,400.0,13245.0,20217.0,939.745,2.63,2.73,18.08,2.82,0.064,1
19.54,55.45,40.0,400.0,13249.0,20219.0,939.743,2.62,2.73,18.06,2.816,0.064,1
19.53,55.47,42.0,400.0,13252.0,20223.0,939.736,2.62,2.73,18.06,2.817,0.064,1
19.53,55.54,39.0,400.0,13244.0,20212.0,939.732,2.57,2.67,17.71,2.761,0.062,1
20.71,55.67,23.0,400.0,13265.0,20237.0,939.736,2.53,2.63,17.39,2.712,0.061,1
21.09,55.07,17.0,400.0,13265.0,20234.0,939.744,2.43,2.52,16.69,2.603,0.059,1
21.25,54.24,19.0,400.0,13269.0,20238.0,939.744,2.4,2.49,16.52,2.576,0.058,1
21.38,53.49,22.0,400.0,13264.0,20233.0,939.732,2.35,2.44,16.14,2.518,0.057,1
21.45,52.83,33.0,400.0,13260.0,20231.0,939.731,2.34,2.43,16.1,2.51,0.057,1
21.59,52.25,31.0,400.0,13259.0,20225.0,939.735,2.28,2.37,15.72,2.451,0.055,1
21.59,51.8,31.0,400.0,13253.0,20225.0,939.743,2.25,2.34,15.48,2.414,0.055,1
21.66,51.38,25.0,400.0,13258.0,20224.0,939.744,2.2,2.28,15.13,2.36,0.053,1
21.71,51.0,35.0,400.0,13252.0,20217.0,939.752,2.22,2.3,15.26,2.38,0.054,1
21.77,50.68,27.0,400.0,13258.0,20226.0,939.753,2.23,2.32,15.34,2.393,0.054,1
21.81,50.47,41.0,400.0,13251.0,20213.0,939.75,2.23,2.32,15.38,2.398,0.054,1
21.82,50.27,34.0,400.0,13248.0,20220.0,939.746,2.26,2.34,15.53,2.422,0.055,1
21.87,50.1,43.0,400.0,13250.0,20215.0,939.739,2.29,2.37,15.73,2.453,0.055,1
21.91,49.93,32.0,400.0,13253.0,20227.0,939.734,2.31,2.4,15.89,2.478,0.056,1
21.91,49.81,35.0,400.0,13246.0,20216.0,939.735,2.33,2.42,16.06,2.505,0.057,1
21.96,49.68,32.0,400.0,13252.0,20217.0,939.738,2.35,2.44,16.19,2.524,0.057,1
21.97,49.58,35.0,400.0,13251.0,20219.0,939.74,2.35,2.44,16.19,2.525,0.057,1
22.0,49.46,33.0,400.0,13254.0,20219.0,939.742,2.33,2.42,16.06,2.505,0.057,1
22.04,49.38,39.0,400.0,13248.0,20211.0,939.738,2.36,2.45,16.23,2.531,0.057,1
22.04,49.34,47.0,400.0,13246.0,20213.0,939.739,2.36,2.45,16.22,2.53,0.057,1
22.05,49.24,42.0,400.0,13243.0,20204.0,939.739,2.38,2.47,16.38,2.554,0.058,1
22.08,49.15,45.0,400.0,13246.0,20217.0,939.739,2.41,2.5,16.57,2.583,0.058,1
22.09,49.12,50.0,400.0,13243.0,20209.0,939.737,2.49,2.58,17.12,2.67,0.06,1
22.12,49.04,48.0,400.0,13247.0,20211.0,939.737,2.5,2.6,17.23,2.686,0.061,1
22.14,48.96,54.0,400.0,13241.0,20200.0,939.725,2.52,2.62,17.37,2.709,0.061,1
22.15,48.95,52.0,400.0,13243.0,20200.0,939.722,2.52,2.62,17.37,2.708,0.061,1
22.17,48.92,40.0,400.0,13246.0,20209.0,939.724,2.52,2.62,17.35,2.705,0.061,1
22.18,48.83,43.0,400.0,13245.0,20211.0,939.727,2.51,2.61,17.28,2.695,0.061,1
22.18,48.85,45.0,400.0,13245.0,20205.0,939.727,2.51,2.61,17.27,2.693,0.061,1
22.21,48.82,54.0,400.0,13243.0,20211.0,939.73,2.51,2.61,17.27,2.693,0.061,1
21.04,48.72,58.0,400.0,13230.0,20188.0,939.741,2.49,2.58,17.1,2.667,0.06,1
20.66,49.31,70.0,400.0,13231.0,20192.0,939.743,2.46,2.55,16.92,2.639,0.06,1
20.44,50.08,63.0,400.0,13236.0,20190.0,939.745,2.43,2.52,16.71,2.605,0.059,1
20.33,50.8,65.0,400.0,13235.0,20191.0,939.747,2.35,2.44,16.16,2.52,0.057,1
20.23,51.46,66.0,400.0,13236.0,20192.0,939.731,2.3,2.39,15.85,2.472,0.056,1
20.16,52.04,64.0,400.0,13234.0,20196.0,939.727,2.26,2.35,15.57,2.428,0.055,1
20.08,52.49,54.0,400.0,13239.0,20198.0,939.717,2.25,2.33,15.46,2.411,0.054,1
20.05,52.9,53.0,400.0,13238.0,20200.0,939.719,2.25,2.34,15.5,2.417,0.055,1
19.99,53.19,61.0,400.0,13244.0,20188.0,939.721,2.27,2.36,15.61,2.433,0.055,1
19.93,53.51,60.0,400.0,13239.0,20190.0,939.729,2.32,2.41,15.99,2.493,0.056,1
19.92,53.78,57.0,400.0,13244.0,20201.0,939.736,2.33,2.42,16.04,2.501,0.056,1
19.88,54.01,52.0,400.0,13245.0,20203.0,939.734,2.32,2.41,15.99,2.493,0.056,1
19.85,54.2,54.0,400.0,13246.0,20197.0,939.751,2.3,2.39,15.86,2.474,0.056,1
19.79,54.37,62.0,400.0,13240.0,20193.0,939.75,2.3,2.39,15.81,2.465,0.056,1
19.79,54.53,59.0,400.0,13241.0,20194.0,939.756,2.3,2.39,15.86,2.473,0.056,1
19.77,54.65,56.0,400.0,13238.0,20193.0,939.748,2.29,2.38,15.77,2.459,0.056,1
19.71,54.79,49.0,400.0,13243.0,20199.0,939.753,2.27,2.36,15.65,2.441,0.055,1
19.68,54.88,55.0,400.0,13242.0,20203.0,939.76,2.27,2.36,15.61,2.434,0.055,1
19.68,54.98,50.0,400.0,13250.0,20206.0,939.764,2.25,2.34,15.52,2.42,0.055,1
19.64,55.09,46.0,400.0,13247.0,20213.0,939.764,2.25,2.34,15.48,2.413,0.055,1
19.62,55.18,51.0,400.0,13249.0,20203.0,939.76,2.23,2.32,15.35,2.394,0.054,1
19.62,55.24,44.0,400.0,13247.0,20204.0,939.74,2.23,2.32,15.36,2.396,0.054,1
19.6,55.31,51.0,400.0,13253.0,20214.0,939.738,2.23,2.32,15.36,2.396,0.054,1
19.58,55.42,46.0,400.0,13245.0,20208.0,939.722,2.25,2.33,15.46,2.411,0.054,1
19.6,55.46,47.0,400.0,13245.0,20209.0,939.716,2.3,2.39,15.81,2.465,0.056,1
19.51,55.48,62.0,400.0,13241.0,20203.0,939.725,2.33,2.42,16.02,2.498,0.056,1
19.54,55.56,50.0,400.0,13250.0,20209.0,939.727,2.4,2.49,16.51,2.575,0.058,1
19.53,55.59,52.0,400.0,13247.0,20206.0,939.736,2.46,2.55,16.92,2.638,0.06,1
19.51,55.67,52.0,400.0,13253.0,20209.0,939.727,2.55,2.65,17.56,2.738,0.062,1
19.5,55.71,48.0,400.0,13250.0,20208.0,939.731,2.57,2.67,17.65,2.753,0.062,1
20.73,55.83,26.0,400.0,13261.0,20226.0,939.736,2.61,2.71,17.97,2.802,0.063,1
21.08,55.23,31.0,400.0,13264.0,20224.0,939.736,2.64,2.74,18.17,2.833,0.064,1
21.25,54.42,29.0,400.0,13259.0,20234.0,939.73,2.66,2.77,18.34,2.86,0.065,1
21.36,53.68,24.0,400.0,13262.0,20230.0,939.727,2.69,2.79,18.48,2.882,0.065,1
21.46,52.96,32.0,400.0,13259.0,20227.0,939.72,2.76,2.87,18.98,2.96,0.067,1
21.52,52.42,32.0,400.0,13261.0,20231.0,939.712,2.78,2.88,19.1,2.979,0.067,1
21.62,51.93,34.0,400.0,13256.0,20219.0,939.716,2.82,2.93,19.42,3.029,0.068,1
21.67,51.52,42.0,400.0,13247.0,20208.0,939.709,2.85,2.96,19.6,3.056,0.069,1
21.71,51.17,41.0,400.0,13255.0,20215.0,939.711,2.91,3.02,20.03,3.124,0.071,1
21.74,50.85,30.0,400.0,13260.0,20218.0,939.717,2.95,3.07,20.31,3.168,0.072,1
21.77,50.58,46.0,400.0,13250.0,20208.0,939.722,3.01,3.12,20.69,3.226,0.073,1
21.81,50.39,45.0,400.0,13250.0,20211.0,939.716,3.04,3.15,20.9,3.259,0.074,1
21.82,50.16,48.0,400.0,13247.0,20207.0,939.714,3.05,3.16,20.96,3.268,0.074,1
21.89,50.04,51.0,400.0,13248.0,20203.0,939.718,3.04,3.15,20.9,3.258,0.074,1
21.9,49.89,43.0,400.0,13254.0,20211.0,939.721,3.01,3.13,20.74,3.234,0.073,1
21.94,49.81,51.0,400.0,13251.0,20214.0,939.721,2.96,3.07,20.34,3.172,0.072,1
21.97,49.66,43.0,400.0,13256.0,20217.0,939.728,2.9,3.01,19.93,3.107,0.07,1
21.98,49.53,46.0,400.0,13248.0,20210.0,939.734,2.75,2.86,18.96,2.956,0.067,1
22.0,49.48,43.0,400.0,13247.0,20205.0,939.735,2.69,2.8,18.53,2.889,0.065,1
22.01,49.36,43.0,400.0,13246.0,20204.0,939.734,2.63,2.73,18.09,2.821,0.064,1
22.04,49.29,45.0,400.0,13251.0,20211.0,939.729,2.62,2.72,18.04,2.813,0.064,1
22.07,49.22,47.0,400.0,13240.0,20207.0,939.727,2.63,2.73,18.08,2.819,0.064,1
22.08,49.19,52.0,400.0,13246.0,20197.0,939.733,2.62,2.72,18.05,2.815,0.064,1
22.08,49.11,49.0,400.0,13247.0,20205.0,939.73,2.57,2.67,17.66,2.754,0.062,1
22.12,49.07,46.0,400.0,13248.0,20209.0,939.726,2.56,2.65,17.59,2.742,0.062,1
22.12,49.03,45.0,400.0,13251.0,20213.0,939.724,2.49,2.59,17.13,2.671,0.06,1
22.12,48.97,52.0,400.0,13250.0,20215.0,939.725,2.47,2.56,16.99,2.649,0.06,1
22.15,48.91,36.0,400.0,13255.0,20224.0,939.73,2.39,2.49,16.47,2.568,0.058,1
22.17,48.86,40.0,400.0,13248.0,20214.0,939.729,2.37,2.46,16.31,2.544,0.057,1
22.18,48.8,54.0,400.0,13250.0,20212.0,939.741,2.34,2.43,16.11,2.512,0.057,1
21.02,48.7,56.0,400.0,13237.0,20194.0,939.739,2.32,2.41,15.99,2.494,0.056,1
20.6,49.29,61.0,400.0,13236.0,20190.0,939.738,2.37,2.46,16.31,2.543,0.057,1
20.44,50.0,75.0,400.0,13239.0,20193.0,939.733,2.39,2.48,16.43,2.563,0.058,1
20.27,50.77,58.0,400.0,13240.0,20197.0,939.726,2.47,2.57,17.01,2.652,0.06,1
20.22,51.45,54.0,400.0,13237.0,20200.0,939.729,2.5,2.6,17.22,2.685,0.061,1
20.13,52.01,55.0,400.0,13244.0,20195.0,939.711,2.52,2.61,17.31,2.7,0.061,1
20.09,52.43,62.0,400.0,13241.0,20203.0,939.713,2.51,2.61,17.26,2.691,0.061,1
20.02,52.87,53.0,400.0,13236.0,20197.0,939.708,2.48,2.58,17.08,2.664,0.06,1
19.97,53.18,50.0,400.0,13246.0,20211.0,939.707,2.42,2.52,16.69,2.602,0.059,1
19.93,53.5,51.0,400.0,13245.0,20207.0,939.707,2.39,2.49,16.47,2.569,0.058,1
19.88,53.7,52.0,400.0,13246.0,20206.0,939.714,2.3,2.39,15.84,2.47,0.056,1
19.83,53.95,51.0,400.0,13244.0,20200.0,939.707,2.24,2.33,15.4,2.402,0.054,1
19.79,54.11,46.0,400.0,13244.0,20204.0,939.72,2.14,2.22,14.71,2.294,0.052,1
19.78,54.28,46.0,400.0,13242.0,20199.0,939.718,2.11,2.2,14.55,2.269,0.051,1
19.75,54.46,57.0,400.0,13240.0,20200.0,939.72,2.11,2.19,14.51,2.262,0.051,1
19.72,54.55,57.0,400.0,13243.0,20209.0,939.716,2.13,2.21,14.66,2.286,0.052,1
19.7,54.7,55.0,400.0,13241.0,20205.0,939.716,2.19,2.27,15.04,2.346,0.053,1
19.68,54.79,53.0,400.0,13240.0,20198.0,939.704,2.21,2.3,15.21,2.372,0.054,1
19.67,54.88,60.0,400.0,13247.0,20214.0,939.698,2.23,2.32,15.38,2.398,0.054,1
19.62,54.97,49.0,400.0,13242.0,20205.0,939.692,2.23,2.32,15.38,2.398,0.054,1
19.61,55.06,49.0,400.0,13245.0,20201.0,939.695,2.23,2.31,15.32,2.389,0.054,1
19.6,55.14,52.0,400.0,13248.0,20214.0,939.691,2.21,2.3,15.23,2.375,0.054,1
19.58,55.23,49.0,400.0,13243.0,20195.0,939.702,2.16,2.25,14.88,2.32,0.052,1
19.54,55.26,48.0,400.0,13253.0,20211.0,939.711,2.16,2.25,14.88,2.32,0.052,1
19.53,55.34,54.0,400.0,13243.0,20202.0,939.708,2.18,2.26,14.99,2.338,0.053,1
19.53,55.36,51.0,400.0,13247.0,20208.0,939.704,2.18,2.26,14.99,2.337,0.053,1
19.51,55.41,48.0,400.0,13246.0,20206.0,939.704,2.17,2.25,14.93,2.328,0.053,1
19.5,55.51,50.0,400.0,13247.0,20201.0,939.716,2.14,2.22,14.72,2.295,0.052,1
19.49,55.55,43.0,400.0,13251.0,20206.0,939.711,2.12,2.2,14.58,2.273,0.051,1
19.49,55.6,57.0,400.0,13246.0,20201.0,939.712,2.12,2.2,14.58,2.274,0.051,1
20.68,55.71,35.0,400.0,13262.0,20229.0,939.712,2.14,2.23,14.74,2.299,0.052,1
21.06,55.14,27.0,400.0,13269.0,20232.0,939.695,2.19,2.28,15.08,2.352,0.053,1
21.23,54.29,25.0,400.0,13271.0,20235.0,939.706,2.21,2.3,15.21,2.372,0.054,1
21.33,53.52,29.0,400.0,13265.0,20230.0,939.7,2.24,2.33,15.4,2.402,0.054,1
21.43,52.89,34.0,400.0,13265.0,20225.0,939.696,2.26,2.34,15.52,2.42,0.055,1
21.52,52.31,26.0,400.0,13263.0,20226.0,939.694,2.31,2.4,15.87,2.475,0.056,1
21.59,51.84,26.0,400.0,13265.0,20234.0,939.702,2.32,2.41,15.99,2.494,0.056,1
21.63,51.41,34.0,400.0,13257.0,20218.0,939.706,2.33,2.42,16.01,2.497,0.056,1
21.67,51.09,26.0,400.0,13261.0,20236.0,939.682,2.31,2.41,15.93,2.485,0.056,1
21.71,50.75,29.0,400.0,13259.0,20227.0,939.669,2.26,2.35,15.56,2.427,0.055,1
21.74,50.52,39.0,400.0,13258.0,20218.0,939.66,2.22,2.31,15.3,2.386,0.054,1
21.78,50.29,30.0,400.0,13255.0,20217.0,939.673,2.14,2.23,14.76,2.302,0.052,1
21.84,50.1,22.0,400.0,13263.0,20233.0,939.682,2.11,2.19,14.5,2.262,0.051,1
21.85,49.94,33.0,400.0,13258.0,20220.0,939.676,2.06,2.14,14.2,2.215,0.05,1
21.89,49.8,31.0,400.0,13258.0,20230.0,939.676,2.05,2.13,14.13,2.204,0.05,1
21.91,49.71,34.0,400.0,13257.0,20227.0,939.664,2.1,2.18,14.45,2.253,0.051,1
21.96,49.53,31.0,400.0,13254.0,20218.0,939.662,2.15,2.23,14.77,2.304,0.052,1
21.98,49.47,34.0,400.0,13255.0,20222.0,939.661,2.19,2.28,15.09,2.353,0.053,1
21.98,49.44,34.0,400.0,13256.0,20225.0,939.67,2.34,2.43,16.08,2.507,0.057,1
22.02,49.33,40.0,400.0,13260.0,20225.0,939.667,2.42,2.51,16.65,2.597,0.059,1
22.02,49.24,32.0,400.0,13252.0,20223.0,939.665,2.52,2.61,17.31,2.7,0.061,1
22.04,49.19,32.0,400.0,13258.0,20228.0,939.656,2.55,2.65,17.55,2.737,0.062,1
22.07,49.14,44.0,400.0,13256.0,20218.0,939.659,2.57,2.67,17.69,2.758,0.062,1
22.08,49.09,34.0,400.0,13257.0,20230.0,939.666,2.56,2.66,17.63,2.749,0.062,1
22.08,49.01,33.0,400.0,13262.0,20230.0,939.675,2.57,2.67,17.67,2.756,0.062,1
22.09,48.91,35.0,400.0,13254.0,20219.0,939.673,2.56,2.66,17.6,2.744,0.062,1
22.12,48.9,39.0,400.0,13252.0,20219.0,939.674,2.54,2.64,17.51,2.73,0.062,1
22.15,48.84,33.0,400.0,13252.0,20224.0,939.676,2.52,2.62,17.35,2.705,0.061,1
22.15,48.84,49.0,400.0,13258.0,20219.0,939.675,2.48,2.58,17.09,2.666,0.06,1
22.15,48.82,36.0,400.0,13253.0,20222.0,939.681,2.49,2.58,17.11,2.667,0.06,1
20.99,48.69,63.0,400.0,13237.0,20197.0,939.681,2.48,2.58,17.07,2.662,0.06,1
20.61,49.23,62.0,400.0,13234.0,20191.0,939.687,2.47,2.56,16.98,2.649,0.06,1
20.41,50.0,58.0,400.0,13236.0,20199.0,939.683,2.44,2.54,16.81,2.621,0.059,1
20.29,50.78,58.0,400.0,13236.0,20197.0,939.68,2.41,2.5,16.57,2.584,0.058,1
20.22,51.45,48.0,400.0,13240.0,20207.0,939.692,2.41,2.5,16.57,2.585,0.058,1
20.12,52.01,47.0,400.0,13243.0,20201.0,939.7,2.4,2.49,16.5,2.572,0.058,1
20.04,52.43,62.0,400.0,13238.0,20198.0,939.692,2.41,2.5,16.58,2.586,0.058,1
20.02,52.81,55.0,400.0,13238.0,20204.0,939.694,2.41,2.5,16.57,2.584,0.058,1
19.98,53.18,48.0,400.0,13250.0,20204.0,939.682,2.38,2.47,16.37,2.553,0.058,1
19.91,53.46,47.0,400.0,13248.0,20208.0,939.681,2.34,2.43,16.11,2.511,0.057,1
19.85,53.69,47.0,400.0,13247.0,20211.0,939.682,2.31,2.4,15.88,2.477,0.056,1
19.82,53.95,47.0,400.0,13238.0,20206.0,939.684,2.29,2.37,15.73,2.453,0.055,1
19.79,54.1,42.0,400.0,13246.0,20214.0,939.696,2.28,2.36,15.66,2.443,0.055,1
19.77,54.27,43.0,400.0,13247.0,20216.0,939.7,2.26,2.35,15.57,2.428,0.055,1
19.71,54.44,42.0,400.0,13243.0,20217.0,939.707,2.24,2.33,15.43,2.406,0.054,1
19.71,54.58,47.0,400.0,13238.0,20203.0,939.715,2.17,2.25,14.93,2.328,0.053,1
19.68,54.69,41.0,400.0,13247.0,20217.0,939.713,2.12,2.2,14.6,2.277,0.051,1
19.67,54.82,47.0,400.0,13240.0,20207.0,939.712,2.06,2.14,14.15,2.207,0.05,1
19.65,54.92,43.0,400.0,13244.0,20213.0,939.716,2.01,2.09,13.85,2.16,0.049,1
19.64,54.99,41.0,400.0,13247.0,20214.0,939.72,1.95,2.02,13.39,2.088,0.047,1
19.6,55.1,42.0,400.0,13246.0,20214.0,939.72,1.91,1.98,13.13,2.047,0.046,1
19.6,55.15,38.0,400.0,13248.0,20219.0,939.719,1.87,1.94,12.86,2.006,0.045,1
19.57,55.2,30.0,400.0,13250.0,20216.0,939.712,1.87,1.94,12.88,2.008,0.045,1
19.54,55.3,47.0,400.0,13246.0,20209.0,939.7,1.83,1.9,12.58,1.962,0.044,1
19.51,55.38,47.0,400.0,13250.0,20217.0,939.689,1.82,1.89,12.52,1.953,0.044,1
19.51,55.41,46.0,400.0,13244.0,20209.0,939.692,1.85,1.92,12.73,1.986,0.045,1
19.5,55.51,48.0,400.0,13249.0,20219.0,939.695,1.86,1.94,12.83,2.0,0.045,1
19.5,55.52,44.0,400.0,13248.0,20211.0,939.692,1.9,1.97,13.08,2.04,0.046,1
19.49,55.61,39.0,400.0,13250.0,20215.0,939.69,1.91,1.98,13.13,2.047,0.046,1
19.44,55.63,41.0,400.0,13254.0,20214.0,939.689,1.92,2.0,13.24,2.064,0.047,1
20.68,55.75,22.0,400.0,13271.0,20237.0,939.698,1.96,2.04,13.52,2.108,0.048,1
21.02,55.18,25.0,400.0,13267.0,20236.0,939.697,1.99,2.07,13.71,2.138,0.048,1
21.22,54.37,33.0,400.0,13261.0,20228.0,939.707,2.05,2.13,14.09,2.197,0.05,1
21.33,53.59,32.0,400.0,13262.0,20230.0,939.705,2.06,2.14,14.17,2.209,0.05,1
21.42,52.96,24.0,400.0,13259.0,20230.0,939.708,2.11,2.19,14.51,2.262,0.051,1
21.5,52.34,21.0,400.0,13254.0,20231.0,939.716,2.14,2.23,14.74,2.299,0.052,1
21.56,51.93,38.0,400.0,13255.0,20227.0,939.718,2.19,2.27,15.05,2.346,0.053,1
21.59,51.49,32.0,400.0,13256.0,20229.0,939.714,2.21,2.3,15.24,2.376,0.054,1
21.66,51.11,36.0,400.0,13256.0,20227.0,939.711,2.26,2.35,15.57,2.427,0.055,1
21.73,50.88,35.0,400.0,13252.0,20214.0,939.714,2.27,2.36,15.61,2.434,0.055,1
21.73,50.58,39.0,400.0,13257.0,20220.0,939.711,2.32,2.41,15.97,2.491,0.056,1
21.8,50.41,33.0,400.0,13254.0,20220.0,939.705,2.33,2.42,16.02,2.499,0.056,1
21.8,50.25,41.0,400.0,13254.0,20225.0,939.709,2.36,2.45,16.21,2.528,0.057,1
21.82,50.1,39.0,400.0,13257.0,20219.0,939.715,2.37,2.46,16.29,2.541,0.057,1
21.87,50.0,30.0,400.0,13263.0,20227.0,939.715,2.39,2.49,16.48,2.57,0.058,1
21.93,49.85,36.0,400.0,13257.0,20218.0,939.709,2.4,2.5,16.53,2.578,0.058,1
21.91,49.77,22.0,400.0,13265.0,20238.0,939.702,2.39,2.48,16.42,2.56,0.058,1
21.94,49.69,21.0,400.0,13265.0,20231.0,939.703,2.36,2.45,16.24,2.532,0.057,1
21.97,49.6,29.0,400.0,13255.0,20220.0,939.694,2.34,2.44,16.14,2.516,0.057,1
22.0,49.54,26.0,400.0,13262.0,20234.0,939.694,2.29,2.38,15.77,2.459,0.056,1
22.01,49.5,35.0,400.0,13260.0,20225.0,939.706,2.26,2.35,15.58,2.43,0.055,1
22.04,49.43,24.0,400.0,13267.0,20228.0,939.708,2.32,2.41,15.97,2.49,0.056,1
22.04,49.38,27.0,400.0,13269.0,20239.0,939.706,2.35,2.44,16.14,2.517,0.057,1
22.07,49.33,11.0,400.0,13267.0,20232.0,939.707,2.34,2.44,16.13,2.516,0.057,1
22.07,49.29,21.0,400.0,13268.0,20236.0,939.705,2.32,2.41,15.94,2.486,0.056,1
22.09,49.24,25.0,400.0,13261.0,20232.0,939.701,2.35,2.44,16.17,2.521,0.057,1
22.11,49.19,16.0,400.0,13270.0,20244.0,939.694,2.35,2.44,16.15,2.519,0.057,1
22.12,49.17,10.0,400.0,13262.0,20242.0,939.691,2.36,2.45,16.25,2.534,0.057,1
22.12,49.15,12.0,400.0,13263.0,20234.0,939.695,2.37,2.46,16.29,2.541,0.057,1
22.12,49.07,15.0,400.0,13261.0,20237.0,939.694,2.41,2.5,16.57,2.583,0.058,1
20.96,48.99,33.0,400.0,13246.0,20222.0,939.696,2.43,2.52,16.72,2.608,0.059,1
20.61,49.54,35.0,400.0,13249.0,20220.0,939.693,2.48,2.58,17.06,2.661,0.06,1
20.4,50.33,33.0,400.0,13246.0,20217.0,939.692,2.48,2.58,17.08,2.663,0.06,1
20.26,51.09,27.0,400.0,13250.0,20224.0,939.69,2.46,2.56,16.97,2.646,0.06,1
20.19,51.74,30.0,400.0,13251.0,20226.0,939.686,2.46,2.56,16.95,2.643,0.06,1
20.12,52.28,37.0,400.0,13250.0,20219.0,939.687,2.43,2.52,16.69,2.603,0.059,1
20.05,52.72,40.0,400.0,13245.0,20223.0,939.683,2.39,2.49,16.48,2.569,0.058,1
19.99,53.13,24.0,400.0,13251.0,20219.0,939.676,2.37,2.47,16.34,2.548,0.058,1
19.95,53.46,24.0,400.0,13260.0,20229.0,939.692,2.35,2.44,16.17,2.521,0.057,1
19.89,53.76,27.0,400.0,13248.0,20224.0,939.686,2.34,2.43,16.11,2.512,0.057,1
19.86,54.04,27.0,400.0,13258.0,20233.0,939.682,2.38,2.47,16.35,2.549,0.058,1
19.81,54.24,30.0,400.0,13252.0,20229.0,939.687,2.4,2.49,16.49,2.571,0.058,1
19.78,54.44,24.0,400.0,13252.0,20232.0,939.689,2.43,2.52,16.71,2.606,0.059,1
19.77,54.61,16.0,400.0,13253.0,20235.0,939.695,2.43,2.53,16.74,2.611,0.059,1
19.71,54.79,17.0,400.0,13260.0,20235.0,939.685,2.43,2.53,16.75,2.612,0.059,1
19.68,54.88,30.0,400.0,13252.0,20225.0,939.692,2.42,2.52,16.68,2.601,0.059,1
19.68,55.02,33.0,400.0,13245.0,20224.0,939.699,2.41,2.5,16.58,2.586,0.058,1
19.64,55.17,25.0,400.0,13248.0,20239.0,939.701,2.4,2.49,16.51,2.574,0.058,1
19.61,55.26,30.0,400.0,13255.0,20232.0,939.689,2.38,2.47,16.36,2.551,0.058,1
19.58,55.37,16.0,400.0,13254.0,20234.0,939.692,2.37,2.46,16.29,2.54,0.057,1
19.6,55.41,13.0,400.0,13251.0,20225.0,939.694,2.38,2.47,16.37,2.552,0.058,1
19.57,55.54,26.0,400.0,13252.0,20234.0,939.674,2.42,2.51,16.63,2.592,0.059,1
19.55,55.59,35.0,400.0,13243.0,20220.0,939.673,2.47,2.56,16.97,2.647,0.06,1
19.53,55.71,23.0,400.0,13251.0,20220.0,939.674,2.47,2.56,16.97,2.646,0.06,1
19.53,55.75,31.0,400.0,13248.0,20226.0,939.681,2.46,2.55,16.92,2.638,0.06,1
19.49,55.79,30.0,400.0,13248.0,20224.0,939.67,2.46,2.56,16.93,2.639,0.06,1
19.49,55.83,30.0,400.0,13254.0,20221.0,939.662,2.47,2.56,16.97,2.646,0.06,1
19.47,55.91,33.0,400.0,13254.0,20226.0,939.658,2.49,2.59,17.16,2.675,0.06,1
19.47,55.94,22.0,400.0,13256.0,20230.0,939.67,2.49,2.59,17.15,2.675,0.06,1
19.44,56.03,36.0,400.0,13250.0,20227.0,939.669,2.44,2.54,16.81,2.621,0.059,1
