Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
24.562,57.22,0.0,400.0,12725.0,19762.0,939.844,0.12,0.16,0.74,0.167,0.035,0
24.57,56.97,0.0,400.0,12738.0,19773.0,939.846,0.12,0.16,0.74,0.167,0.035,0
24.578,56.35,0.0,400.0,12734.0,19764.0,939.843,0.13,0.17,0.84,0.185,0.036,0
24.587,55.68,0.0,400.0,12732.0,19772.0,939.843,0.15,0.2,0.97,0.211,0.041,0
24.595,55.0,1.0,400.0,12731.0,19763.0,939.847,0.19,0.24,1.2,0.26,0.049,0
24.604,54.41,7.0,400.0,12729.0,19772.0,939.846,0.2,0.26,1.27,0.274,0.052,0
24.612,53.86,0.0,400.0,12737.0,19767.0,939.851,0.21,0.27,1.33,0.287,0.054,0
24.62,53.34,8.0,400.0,12726.0,19762.0,939.837,0.21,0.27,1.33,0.287,0.054,0
24.628,52.92,0.0,400.0,12725.0,19758.0,939.826,0.22,0.28,1.38,0.295,0.053,0
24.637,52.55,8.0,400.0,12729.0,19759.0,939.836,0.23,0.29,1.43,0.303,0.054,0
24.645,52.17,6.0,400.0,12728.0,19756.0,939.832,0.23,0.29,1.46,0.307,0.055,0
24.653,51.9,6.0,400.0,12734.0,19762.0,939.831,0.24,0.31,1.52,0.331,0.063,0
24.661,51.64,1.0,400.0,12733.0,19769.0,939.838,0.24,0.31,1.53,0.332,0.063,0
24.67,51.38,13.0,400.0,12729.0,19755.0,939.837,0.25,0.32,1.59,0.341,0.064,0
24.678,51.15,7.0,400.0,12733.0,19766.0,939.825,0.25,0.32,1.58,0.34,0.063,0
24.686,50.98,12.0,400.0,12732.0,19765.0,939.834,0.24,0.31,1.53,0.329,0.061,0
24.694,50.83,12.0,400.0,12735.0,19761.0,939.838,0.25,0.32,1.59,0.336,0.059,0
24.702,50.65,7.0,400.0,12734.0,19756.0,939.83,0.26,0.33,1.68,0.35,0.06,0
24.71,50.49,7.0,400.0,12729.0,19750.0,939.833,0.27,0.34,1.71,0.356,0.061,0
24.719,50.37,3.0,400.0,12734.0,19758.0,939.833,0.27,0.33,1.7,0.354,0.061,0
24.727,50.24,20.0,400.0,12729.0,19748.0,939.83,0.26,0.33,1.67,0.349,0.06,0
24.735,50.13,13.0,400.0,12735.0,19763.0,939.83,0.25,0.31,1.58,0.33,0.057,0
24.743,50.05,8.0,400.0,12730.0,19763.0,939.827,0.24,0.3,1.53,0.319,0.055,0
24.751,49.98,14.0,400.0,12729.0,19752.0,939.834,0.23,0.28,1.46,0.302,0.051,0
24.759,49.9,0.0,400.0,12736.0,19764.0,939.829,0.22,0.28,1.43,0.296,0.05,0
24.767,49.82,3.0,400.0,12737.0,19765.0,939.822,0.21,0.26,1.35,0.28,0.047,0
24.775,49.73,11.0,400.0,12734.0,19759.0,939.827,0.2,0.25,1.3,0.27,0.046,0
24.783,49.67,15.0,400.0,12739.0,19763.0,939.829,0.2,0.25,1.28,0.264,0.044,0
24.791,49.59,13.0,400.0,12731.0,19758.0,939.836,0.2,0.24,1.26,0.259,0.043,0
24.799,49.53,10.0,400.0,12738.0,19755.0,939.838,0.19,0.24,1.22,0.252,0.042,0
24.807,49.37,40.0,400.0,12715.0,19729.0,939.842,0.18,0.22,1.14,0.234,0.039,0
24.815,49.64,44.0,400.0,12710.0,19727.0,939.842,0.17,0.21,1.09,0.225,0.037,0
24.823,50.15,36.0,400.0,12711.0,19725.0,939.839,0.16,0.19,0.99,0.204,0.034,0
24.831,50.81,29.0,400.0,12720.0,19731.0,939.844,0.15,0.18,0.94,0.194,0.032,0
24.839,51.38,43.0,400.0,12714.0,19731.0,939.837,0.15,0.18,0.93,0.189,0.03,0
24.847,51.89,33.0,400.0,12722.0,19737.0,939.852,0.14,0.18,0.91,0.185,0.03,0
24.854,52.44,33.0,400.0,12722.0,19737.0,939.844,0.13,0.17,0.86,0.175,0.028,0
24.862,52.9,26.0,400.0,12721.0,19739.0,939.848,0.13,0.16,0.83,0.168,0.027,0
24.87,53.26,30.0,400.0,12724.0,19739.0,939.84,0.12,0.15,0.76,0.154,0.025,0
24.878,53.68,14.0,400.0,12723.0,19740.0,939.834,0.11,0.14,0.72,0.147,0.024,0
24.886,54.05,23.0,400.0,12723.0,19741.0,939.819,0.1,0.12,0.65,0.132,0.021,0
24.894,54.33,17.0,400.0,12726.0,19748.0,939.827,0.1,0.12,0.61,0.125,0.02,0
24.901,54.6,12.0,400.0,12735.0,19752.0,939.831,0.09,0.11,0.59,0.12,0.019,0
24.909,54.84,24.0,400.0,12727.0,19748.0,939.831,0.09,0.11,0.6,0.121,0.019,0
24.917,55.1,13.0,400.0,12731.0,19754.0,939.84,0.1,0.12,0.64,0.128,0.02,0
24.925,55.32,13.0,400.0,12735.0,19756.0,939.836,0.1,0.13,0.66,0.133,0.021,0
24.932,55.48,23.0,400.0,12736.0,19754.0,939.842,0.11,0.13,0.68,0.137,0.021,0
24.94,55.67,11.0,400.0,12734.0,19755.0,939.85,0.11,0.13,0.68,0.137,0.021,0
24.948,55.85,11.0,400.0,12738.0,19757.0,939.832,0.1,0.13,0.66,0.132,0.021,0
24.956,56.0,11.0,400.0,12741.0,19757.0,939.83,0.1,0.12,0.64,0.129,0.02,0
24.963,56.15,8.0,400.0,12740.0,19749.0,939.835,0.19,0.23,1.23,0.241,0.035,0
24.971,56.29,12.0,400.0,12737.0,19750.0,939.842,0.25,0.31,1.65,0.323,0.047,0
24.979,56.38,18.0,400.0,12738.0,19755.0,939.839,0.28,0.33,1.8,0.349,0.049,0
24.986,56.46,13.0,400.0,12747.0,19764.0,939.824,0.29,0.35,1.9,0.369,0.051,0
24.994,56.61,16.0,400.0,12745.0,19760.0,939.83,0.3,0.36,1.95,0.377,0.052,0
25.001,56.66,14.0,400.0,12743.0,19754.0,939.834,0.3,0.36,1.97,0.381,0.052,0
25.009,56.76,6.0,400.0,12741.0,19756.0,939.815,0.3,0.36,1.95,0.377,0.052,0
25.016,56.85,8.0,400.0,12745.0,19758.0,939.818,0.29,0.34,1.87,0.361,0.05,0
25.024,56.91,4.0,400.0,12744.0,19766.0,939.824,0.29,0.34,1.86,0.356,0.047,0
25.032,57.0,7.0,400.0,12743.0,19752.0,939.841,0.28,0.33,1.8,0.343,0.045,0
25.039,57.22,0.0,400.0,12759.0,19771.0,939.833,0.28,0.32,1.8,0.342,0.044,0
25.047,56.93,0.0,400.0,12777.0,19795.0,939.818,0.27,0.32,1.8,0.339,0.042,0
25.054,55.72,0.0,400.0,12771.0,19795.0,939.821,0.27,0.32,1.77,0.334,0.042,0
25.062,55.07,0.0,400.0,12766.0,19779.0,939.817,0.27,0.32,1.78,0.334,0.041,0
25.069,54.47,0.0,400.0,12770.0,19790.0,939.818,0.27,0.31,1.75,0.33,0.041,0
25.077,53.91,9.0,400.0,12768.0,19784.0,939.841,0.25,0.3,1.67,0.314,0.039,0
25.084,53.42,5.0,400.0,12773.0,19784.0,939.839,0.25,0.29,1.62,0.304,0.038,0
25.091,52.94,0.0,400.0,12774.0,19797.0,939.843,0.23,0.27,1.49,0.28,0.035,0
25.099,52.56,7.0,400.0,12770.0,19784.0,939.835,0.22,0.25,1.42,0.268,0.033,0
25.106,52.26,6.0,400.0,12764.0,19784.0,939.829,0.2,0.23,1.29,0.242,0.03,0
25.114,51.95,9.0,400.0,12768.0,19786.0,939.829,0.19,0.22,1.22,0.229,0.028,0
25.121,51.68,13.0,400.0,12761.0,19780.0,939.82,0.17,0.19,1.08,0.204,0.025,0
25.128,51.44,10.0,400.0,12766.0,19776.0,939.817,0.16,0.18,1.02,0.191,0.024,0
25.136,51.23,13.0,400.0,12766.0,19781.0,939.818,0.15,0.18,0.98,0.184,0.023,0
25.143,51.03,4.0,400.0,12772.0,19778.0,939.835,0.15,0.17,0.96,0.179,0.022,0
25.15,50.85,11.0,400.0,12766.0,19774.0,939.838,0.14,0.16,0.89,0.167,0.02,0
25.158,50.57,16.0,400.0,12764.0,19777.0,939.824,0.12,0.15,0.82,0.153,0.019,0
25.165,50.45,12.0,400.0,12769.0,19779.0,939.827,0.11,0.13,0.74,0.138,0.017,0
25.172,50.31,5.0,400.0,12769.0,19775.0,939.831,0.11,0.12,0.7,0.131,0.016,0
25.179,50.19,9.0,400.0,12772.0,19786.0,939.834,0.11,0.13,0.71,0.132,0.016,0
25.187,50.11,4.0,400.0,12769.0,19782.0,939.834,0.11,0.12,0.7,0.131,0.016,0
25.194,50.02,8.0,400.0,12777.0,19790.0,939.828,0.1,0.12,0.67,0.126,0.015,0
25.201,49.93,11.0,400.0,12773.0,19779.0,939.828,0.1,0.12,0.65,0.122,0.015,0
25.208,49.84,0.0,400.0,12771.0,19783.0,939.83,0.13,0.15,0.86,0.159,0.019,0
25.215,49.77,11.0,400.0,12772.0,19778.0,939.825,0.15,0.17,0.97,0.179,0.021,0
25.223,49.64,9.0,400.0,12779.0,19792.0,939.812,0.17,0.19,1.1,0.204,0.024,0
25.23,49.62,3.0,400.0,12780.0,19794.0,939.827,0.18,0.18,1.21,0.188,0.006000000000000009,0
25.237,49.44,27.0,400.0,12759.0,19763.0,939.826,0.18,0.19,1.26,0.197,0.006000000000000009,0
25.244,49.74,38.0,400.0,12754.0,19752.0,939.843,0.2,0.21,1.36,0.213,0.006000000000000009,0
25.251,50.26,37.0,400.0,12757.0,19752.0,939.841,0.25,0.26,1.72,0.268,0.006000000000000009,0
25.258,50.89,32.0,400.0,12753.0,19755.0,939.83,0.26,0.27,1.81,0.282,0.006000000000000009,0
25.265,51.46,37.0,400.0,12757.0,19759.0,939.835,0.27,0.28,1.89,0.294,0.007,0
25.272,51.99,37.0,400.0,12754.0,19756.0,939.828,0.27,0.28,1.89,0.294,0.007,0
25.279,52.52,32.0,400.0,12760.0,19763.0,939.834,0.28,0.29,1.93,0.3,0.007,0
25.286,52.98,29.0,400.0,12764.0,19758.0,939.83,0.28,0.29,1.91,0.298,0.007,0
25.293,53.44,27.0,400.0,12766.0,19762.0,939.814,0.27,0.28,1.84,0.287,0.006000000000000009,0
25.3,53.81,18.0,400.0,12766.0,19769.0,939.821,0.26,0.27,1.79,0.279,0.006000000000000009,0
25.307,54.17,17.0,400.0,12774.0,19773.0,939.817,0.25,0.26,1.75,0.273,0.006000000000000009,0
25.314,54.46,22.0,400.0,12772.0,19760.0,939.817,0.25,0.26,1.71,0.267,0.006000000000000009,0
25.321,54.76,19.0,400.0,12779.0,19779.0,939.815,0.25,0.26,1.7,0.265,0.006000000000000009,0
25.328,55.01,11.0,400.0,12776.0,19772.0,939.815,0.24,0.25,1.67,0.261,0.006000000000000009,0
25.335,55.23,21.0,400.0,12779.0,19773.0,939.835,0.24,0.25,1.67,0.261,0.006000000000000009,0
25.342,55.45,13.0,400.0,12781.0,19780.0,939.831,0.25,0.26,1.7,0.265,0.006000000000000009,0
25.349,55.66,19.0,400.0,12777.0,19774.0,939.829,0.26,0.27,1.79,0.279,0.006000000000000009,0
25.356,55.86,11.0,400.0,12776.0,19774.0,939.826,0.27,0.28,1.84,0.287,0.006000000000000009,0
25.363,56.01,8.0,400.0,12776.0,19779.0,939.835,0.28,0.31,1.88,0.326,0.027,0
25.37,56.16,12.0,400.0,12780.0,19771.0,939.844,0.29,0.32,1.93,0.336,0.028,0
25.376,56.28,8.0,400.0,12783.0,19782.0,939.837,0.29,0.32,1.93,0.335,0.028,0
25.383,56.42,12.0,400.0,12781.0,19777.0,939.842,0.28,0.31,1.86,0.324,0.027,0
25.39,56.56,18.0,400.0,12782.0,19771.0,939.845,0.27,0.3,1.81,0.315,0.026,0
25.397,56.64,8.0,400.0,12789.0,19783.0,939.838,0.29,0.32,1.92,0.332,0.027,0
25.404,56.76,0.0,400.0,12786.0,19790.0,939.827,0.29,0.32,1.95,0.338,0.027,0
25.41,56.86,14.0,400.0,12781.0,19777.0,939.816,0.29,0.32,1.95,0.337,0.027,0
25.417,56.96,17.0,400.0,12782.0,19776.0,939.823,0.29,0.33,1.97,0.34,0.027,0
25.424,57.01,10.0,400.0,12788.0,19790.0,939.824,0.3,0.33,1.99,0.344,0.028,0
25.431,57.09,15.0,400.0,12788.0,19782.0,939.823,0.31,0.35,2.09,0.36,0.028,0
25.437,57.14,7.0,400.0,12791.0,19786.0,939.827,0.35,0.38,2.32,0.399,0.031,0
25.444,57.39,0.0,400.0,12810.0,19806.0,939.829,0.36,0.39,2.4,0.412,0.032,0
25.451,57.16,0.0,400.0,12809.0,19809.0,939.828,0.38,0.42,2.53,0.433,0.033,0
25.457,56.51,0.0,400.0,12813.0,19817.0,939.827,0.38,0.42,2.54,0.435,0.033,0
25.464,55.84,0.0,400.0,12813.0,19807.0,939.831,0.37,0.41,2.48,0.426,0.033,0
25.471,55.2,0.0,400.0,12809.0,19808.0,939.825,0.36,0.4,2.42,0.416,0.032,0
25.477,54.57,3.0,400.0,12808.0,19804.0,939.83,0.34,0.37,2.27,0.39,0.03,0
25.484,54.0,2.0,400.0,12812.0,19807.0,939.825,0.33,0.36,2.19,0.375,0.029,0
25.491,53.51,5.0,400.0,12816.0,19809.0,939.816,0.3,0.33,2.0,0.343,0.026,0
25.497,53.1,8.0,400.0,12805.0,19804.0,939.817,0.28,0.31,1.9,0.326,0.025,0
25.504,52.7,12.0,400.0,12808.0,19801.0,939.82,0.27,0.3,1.8,0.309,0.024,0
25.51,52.38,7.0,400.0,12807.0,19798.0,939.829,0.24,0.26,1.61,0.276,0.021,0
25.517,52.07,11.0,400.0,12809.0,19805.0,939.85,0.23,0.25,1.51,0.26,0.02,0
25.523,51.83,15.0,400.0,12807.0,19798.0,939.852,0.21,0.22,1.46,0.228,0.006000000000000009,0
25.53,51.57,18.0,400.0,12807.0,19804.0,939.847,0.21,0.22,1.46,0.228,0.006000000000000009,0
25.536,51.35,1.0,400.0,12809.0,19807.0,939.842,0.21,0.21,1.41,0.22,0.006000000000000009,0
25.543,51.18,6.0,400.0,12812.0,19798.0,939.832,0.2,0.21,1.37,0.214,0.006000000000000009,0
25.549,51.01,0.0,400.0,12809.0,19813.0,939.838,0.19,0.19,1.28,0.2,0.006000000000000009,0
25.556,50.86,0.0,400.0,12814.0,19818.0,939.832,0.18,0.19,1.23,0.191,0.006000000000000009,0
25.562,50.68,5.0,400.0,12810.0,19809.0,939.829,0.16,0.17,1.12,0.174,0.006000000000000009,0
25.569,50.59,15.0,400.0,12805.0,19800.0,939.833,0.15,0.16,1.06,0.165,0.006000000000000009,0
25.575,50.49,3.0,400.0,12813.0,19809.0,939.825,0.15,0.16,0.98,0.168,0.013,0
25.582,50.39,12.0,400.0,12812.0,19803.0,939.818,0.14,0.16,0.96,0.166,0.013,0
25.588,50.23,14.0,400.0,12814.0,19808.0,939.821,0.14,0.15,0.92,0.158,0.012,0
25.594,50.15,11.0,400.0,12812.0,19809.0,939.821,0.15,0.15,1.01,0.157,0.006000000000000009,0
25.601,50.12,13.0,400.0,12816.0,19803.0,939.812,0.18,0.19,1.23,0.192,0.006000000000000009,0
25.607,50.0,12.0,400.0,12814.0,19802.0,939.817,0.2,0.21,1.36,0.213,0.006000000000000009,0
25.613,49.98,10.0,400.0,12817.0,19799.0,939.809,0.23,0.24,1.62,0.252,0.006000000000000009,0
25.62,49.89,11.0,400.0,12813.0,19802.0,939.804,0.24,0.25,1.69,0.263,0.006000000000000009,0
25.626,49.81,9.0,400.0,12810.0,19796.0,939.808,0.25,0.26,1.72,0.269,0.006000000000000009,0
25.632,49.74,12.0,400.0,12812.0,19802.0,939.816,0.26,0.27,1.78,0.278,0.006000000000000009,0
25.639,49.6,31.0,400.0,12801.0,19782.0,939.819,0.26,0.27,1.8,0.281,0.006000000000000009,0
25.645,49.86,30.0,400.0,12796.0,19786.0,939.824,0.26,0.27,1.78,0.277,0.006000000000000009,0
25.651,50.41,39.0,400.0,12795.0,19778.0,939.823,0.25,0.26,1.74,0.272,0.006000000000000009,0
25.657,51.04,34.0,400.0,12799.0,19786.0,939.82,0.24,0.25,1.65,0.257,0.006000000000000009,0
25.664,51.64,24.0,400.0,12801.0,19784.0,939.824,0.23,0.24,1.59,0.247,0.006000000000000009,0
25.67,52.17,26.0,400.0,12797.0,19779.0,939.823,0.21,0.22,1.45,0.227,0.006000000000000009,0
25.676,52.71,29.0,400.0,12802.0,19779.0,939.816,0.2,0.21,1.38,0.216,0.006000000000000009,0
25.682,53.2,34.0,400.0,12805.0,19794.0,939.824,0.18,0.19,1.25,0.194,0.006000000000000009,0
25.688,53.6,25.0,400.0,12805.0,19791.0,939.836,0.17,0.18,1.18,0.183,0.006000000000000009,0
25.694,53.98,17.0,400.0,12806.0,19797.0,939.83,0.15,0.16,1.04,0.163,0.006000000000000009,0
25.701,54.32,28.0,400.0,12807.0,19786.0,939.833,0.14,0.15,0.98,0.153,0.006000000000000009,0
25.707,54.64,18.0,400.0,12814.0,19797.0,939.827,0.12,0.13,0.86,0.134,0.006000000000000009,0
25.713,54.91,22.0,400.0,12814.0,19799.0,939.829,0.12,0.13,0.85,0.133,0.006000000000000009,0
25.719,55.54,16.0,400.0,12814.0,19797.0,939.828,0.12,0.12,0.82,0.128,0.006000000000000009,0
25.725,55.77,9.0,400.0,12819.0,19801.0,939.832,0.12,0.13,0.83,0.13,0.006000000000000009,0
25.731,55.97,18.0,400.0,12818.0,19799.0,939.838,0.12,0.12,0.83,0.129,0.006000000000000009,0
25.737,56.11,6.0,400.0,12823.0,19806.0,939.835,0.12,0.12,0.79,0.124,0.006000000000000009,0
25.743,56.24,1.0,400.0,12818.0,19807.0,939.835,0.11,0.12,0.77,0.12,0.006000000000000009,0
25.749,56.39,16.0,400.0,12815.0,19798.0,939.835,0.12,0.13,0.79,0.133,0.009,0
25.755,56.55,16.0,400.0,12825.0,19807.0,939.835,0.12,0.13,0.79,0.134,0.009,0
25.761,56.65,10.0,400.0,12823.0,19800.0,939.835,0.11,0.12,0.77,0.13,0.009,0
25.767,56.75,1.0,400.0,12825.0,19811.0,939.835,0.11,0.12,0.75,0.127,0.009,0
25.773,56.93,8.0,400.0,12820.0,19810.0,939.825,0.25,0.27,1.71,0.285,0.018,0
25.779,57.02,0.0,400.0,12822.0,19807.0,939.832,0.33,0.36,2.22,0.37,0.023,0
25.785,57.24,6.0,400.0,12825.0,19805.0,939.828,0.41,0.45,2.8,0.467,0.028,0
25.791,57.44,0.0,400.0,12841.0,19838.0,939.83,0.43,0.46,2.89,0.482,0.029,0
25.797,57.21,0.0,400.0,12853.0,19832.0,939.839,0.43,0.46,2.89,0.481,0.029,0
25.803,56.63,0.0,400.0,12843.0,19826.0,939.839,0.41,0.45,2.79,0.465,0.028,0
25.809,55.88,0.0,400.0,12849.0,19836.0,939.83,0.4,0.44,2.72,0.453,0.027,0
25.815,55.23,2.0,400.0,12844.0,19827.0,939.83,0.37,0.41,2.53,0.422,0.026,0
25.82,54.63,2.0,400.0,12844.0,19826.0,939.838,0.36,0.39,2.43,0.405,0.025,0
25.826,54.06,0.0,400.0,12847.0,19835.0,939.844,0.33,0.35,2.21,0.368,0.022,0
25.832,53.56,4.0,400.0,12853.0,19840.0,939.843,0.31,0.34,2.1,0.349,0.021,0
25.838,53.13,9.0,400.0,12839.0,19824.0,939.832,0.29,0.32,1.98,0.329,0.02,0
25.844,52.74,14.0,400.0,12840.0,19822.0,939.839,0.29,0.31,2.03,0.316,0.007,0
25.85,52.4,16.0,400.0,12837.0,19814.0,939.832,0.29,0.3,2.0,0.312,0.007,0
25.855,52.13,3.0,400.0,12849.0,19830.0,939.831,0.29,0.3,1.97,0.307,0.007,0
25.861,51.84,0.0,400.0,12849.0,19830.0,939.827,0.28,0.31,1.92,0.321,0.02,0
25.867,51.64,2.0,400.0,12841.0,19819.0,939.827,0.28,0.3,1.88,0.315,0.02,0
25.873,51.42,11.0,400.0,12843.0,19813.0,939.843,0.27,0.3,1.84,0.308,0.019,0
25.878,51.06,13.0,400.0,12842.0,19818.0,939.837,0.24,0.27,1.65,0.276,0.017,0
25.884,50.93,8.0,400.0,12845.0,19824.0,939.833,0.22,0.24,1.5,0.252,0.016,0
25.89,50.78,14.0,400.0,12841.0,19814.0,939.823,0.21,0.23,1.43,0.239,0.015,0
25.895,50.63,9.0,400.0,12841.0,19821.0,939.825,0.2,0.21,1.39,0.217,0.006000000000000009,0
25.901,50.5,4.0,400.0,12848.0,19830.0,939.824,0.2,0.2,1.35,0.21,0.006000000000000009,0
25.907,50.43,13.0,400.0,12850.0,19818.0,939.825,0.18,0.19,1.25,0.195,0.006000000000000009,0
25.912,50.36,9.0,400.0,12843.0,19820.0,939.838,0.17,0.18,1.2,0.186,0.006000000000000009,0
25.918,50.25,1.0,400.0,12853.0,19826.0,939.834,0.16,0.17,1.13,0.177,0.006000000000000009,0
25.923,50.14,2.0,400.0,12850.0,19823.0,939.831,0.16,0.17,1.12,0.174,0.006000000000000009,0
25.929,50.07,4.0,400.0,12849.0,19824.0,939.839,0.17,0.17,1.15,0.179,0.006000000000000009,0
25.935,50.0,13.0,400.0,12854.0,19833.0,939.833,0.17,0.17,1.15,0.18,0.006000000000000009,0
25.94,49.94,3.0,400.0,12848.0,19822.0,939.835,0.17,0.19,1.17,0.195,0.012,0
25.946,49.85,0.0,400.0,12852.0,19824.0,939.834,0.18,0.2,1.24,0.207,0.013,0
25.951,49.83,11.0,400.0,12851.0,19829.0,939.824,0.19,0.2,1.27,0.212,0.013,0
25.957,50.37,37.0,400.0,12829.0,19792.0,939.818,0.2,0.21,1.38,0.216,0.006000000000000009,0
25.962,50.95,32.0,400.0,12834.0,19812.0,939.828,0.2,0.2,1.35,0.211,0.006000000000000009,0
25.968,51.57,24.0,400.0,12832.0,19803.0,939.836,0.19,0.2,1.32,0.206,0.006000000000000009,0
25.973,52.62,39.0,400.0,12834.0,19797.0,939.856,0.19,0.21,1.3,0.217,0.014,0
25.979,53.08,26.0,400.0,12841.0,19808.0,939.85,0.18,0.2,1.24,0.208,0.013,0
25.984,53.51,25.0,400.0,12839.0,19808.0,939.845,0.18,0.19,1.2,0.201,0.013,0
25.99,53.94,28.0,400.0,12842.0,19814.0,939.842,0.16,0.18,1.11,0.186,0.012,0
25.995,54.57,16.0,400.0,12852.0,19820.0,939.842,0.15,0.16,1.01,0.169,0.011,0
26.001,54.85,11.0,400.0,12847.0,19818.0,939.843,0.13,0.15,0.91,0.152,0.01,0
26.006,55.12,17.0,400.0,12847.0,19813.0,939.828,0.13,0.14,0.86,0.144,0.009,0
26.011,55.39,15.0,400.0,12851.0,19829.0,939.832,0.11,0.12,0.76,0.127,0.008,0
26.017,55.63,18.0,400.0,12847.0,19819.0,939.836,0.11,0.11,0.71,0.12,0.008,0
26.022,55.81,17.0,400.0,12846.0,19811.0,939.837,0.1,0.1,0.69,0.107,0.006000000000000009,0
26.027,56.03,22.0,400.0,12847.0,19819.0,939.838,0.1,0.1,0.69,0.107,0.006000000000000009,0
26.033,56.16,3.0,400.0,12855.0,19824.0,939.836,0.12,0.13,0.8,0.133,0.008,0
26.038,56.36,0.0,400.0,12854.0,19822.0,939.844,0.13,0.14,0.92,0.143,0.006000000000000009,0
26.043,56.49,6.0,400.0,12853.0,19825.0,939.845,0.15,0.16,1.05,0.163,0.006000000000000009,0
26.049,56.61,8.0,400.0,12855.0,19824.0,939.841,0.16,0.16,1.08,0.168,0.006000000000000009,0
26.054,56.7,11.0,400.0,12858.0,19827.0,939.84,0.17,0.18,1.13,0.189,0.012,0
26.059,56.83,10.0,400.0,12854.0,19827.0,939.839,0.17,0.19,1.16,0.194,0.012,0
26.064,56.95,0.0,400.0,12852.0,19816.0,939.839,0.19,0.19,1.28,0.2,0.006000000000000009,0
26.07,57.04,11.0,400.0,12857.0,19826.0,939.847,0.19,0.2,1.3,0.203,0.006000000000000009,0
26.075,57.15,10.0,400.0,12855.0,19817.0,939.838,0.19,0.2,1.3,0.203,0.006000000000000009,0
26.08,57.23,10.0,400.0,12859.0,19826.0,939.845,0.21,0.22,1.45,0.227,0.006000000000000009,0
26.085,57.28,3.0,400.0,12864.0,19829.0,939.838,0.22,0.22,1.49,0.232,0.006000000000000009,0
26.09,57.35,7.0,400.0,12864.0,19833.0,939.841,0.22,0.23,1.5,0.233,0.006000000000000009,0
26.096,57.59,0.0,400.0,12879.0,19842.0,939.851,0.21,0.22,1.48,0.23,0.006000000000000009,0
26.101,57.34,0.0,400.0,12888.0,19849.0,939.856,0.2,0.21,1.41,0.22,0.006000000000000009,0
26.106,56.7,0.0,400.0,12881.0,19856.0,939.861,0.2,0.21,1.36,0.213,0.006000000000000009,0
26.111,56.01,0.0,400.0,12883.0,19847.0,939.856,0.19,0.2,1.31,0.204,0.006000000000000009,0
26.116,55.31,0.0,400.0,12886.0,19862.0,939.852,0.2,0.2,1.35,0.21,0.006000000000000009,0
26.121,54.71,3.0,400.0,12877.0,19853.0,939.848,0.21,0.22,1.45,0.226,0.006000000000000009,0
26.126,54.18,1.0,400.0,12883.0,19853.0,939.836,0.22,0.23,1.52,0.237,0.006000000000000009,0
26.131,53.71,10.0,400.0,12882.0,19845.0,939.833,0.23,0.24,1.58,0.246,0.006000000000000009,0
26.137,53.23,1.0,400.0,12887.0,19855.0,939.844,0.23,0.24,1.58,0.246,0.006000000000000009,0
26.142,52.85,6.0,400.0,12881.0,19850.0,939.839,0.24,0.25,1.67,0.261,0.006000000000000009,0
26.147,52.5,7.0,400.0,12882.0,19848.0,939.834,0.25,0.26,1.71,0.266,0.006000000000000009,0
26.152,52.18,0.0,400.0,12885.0,19856.0,939.831,0.25,0.26,1.71,0.266,0.006000000000000009,0
26.157,51.97,11.0,400.0,12876.0,19842.0,939.841,0.25,0.26,1.73,0.27,0.006000000000000009,0
26.162,51.72,9.0,400.0,12881.0,19846.0,939.838,0.25,0.26,1.72,0.269,0.006000000000000009,0
26.167,51.48,10.0,400.0,12876.0,19843.0,939.844,0.25,0.26,1.7,0.264,0.006000000000000009,0
26.172,51.33,6.0,400.0,12871.0,19844.0,939.835,0.23,0.24,1.61,0.251,0.006000000000000009,0
26.176,51.17,8.0,400.0,12878.0,19842.0,939.835,0.23,0.23,1.55,0.242,0.006000000000000009,0
26.181,51.04,3.0,400.0,12883.0,19848.0,939.821,0.22,0.23,1.54,0.24,0.006000000000000009,0
26.186,50.86,11.0,400.0,12880.0,19842.0,939.805,0.24,0.25,1.63,0.254,0.006000000000000009,0
26.191,50.71,10.0,400.0,12879.0,19845.0,939.809,0.25,0.26,1.71,0.266,0.006000000000000009,0
26.196,50.59,0.0,400.0,12885.0,19859.0,939.81,0.26,0.27,1.78,0.278,0.006000000000000009,0
26.201,50.52,8.0,400.0,12883.0,19840.0,939.813,0.27,0.28,1.88,0.293,0.007,0
26.206,50.41,3.0,400.0,12889.0,19852.0,939.819,0.29,0.3,1.98,0.308,0.007,0
26.211,50.32,10.0,400.0,12879.0,19843.0,939.813,0.29,0.3,1.98,0.309,0.007,0
26.216,50.28,11.0,400.0,12880.0,19850.0,939.817,0.31,0.32,2.12,0.331,0.007,0
26.22,50.17,10.0,400.0,12884.0,19843.0,939.818,0.31,0.32,2.14,0.334,0.008,0
26.225,50.12,4.0,400.0,12881.0,19851.0,939.812,0.31,0.32,2.11,0.329,0.007,0
26.23,50.04,7.0,400.0,12886.0,19845.0,939.814,0.31,0.32,2.12,0.33,0.007,0
26.235,49.99,1.0,400.0,12886.0,19845.0,939.805,0.3,0.31,2.07,0.323,0.007,0
26.24,49.93,0.0,400.0,12889.0,19856.0,939.802,0.3,0.31,2.08,0.324,0.007,0
26.244,49.78,29.0,400.0,12868.0,19824.0,939.795,0.3,0.31,2.08,0.324,0.007,0
